T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2020-2021,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,CHARTER STATUS,GENDER,ENROLLMENT
2020-2021,11,DENTON COUNTY,061901,DENTON ISD,TRADITIONAL ISD/CSD,Male,15473
2020-2021,17,YOAKUM COUNTY,251901,DENVER CITY ISD,TRADITIONAL ISD/CSD,Female,785
2020-2021,17,YOAKUM COUNTY,251901,DENVER CITY ISD,TRADITIONAL ISD/CSD,Male,853
2020-2021,10,DALLAS COUNTY,057906,DESOTO ISD,TRADITIONAL ISD/CSD,Female,3757
2020-2021,10,DALLAS COUNTY,057906,DESOTO ISD,TRADITIONAL ISD/CSD,Male,4172
2020-2021,08,RED RIVER COUNTY,194905,DETROIT ISD,TRADITIONAL ISD/CSD,Female,255
2020-2021,08,RED RIVER COUNTY,194905,DETROIT ISD,TRADITIONAL ISD/CSD,Male,261
2020-2021,04,LIBERTY COUNTY,146903,DEVERS ISD,TRADITIONAL ISD/CSD,Female,95
2020-2021,04,LIBERTY COUNTY,146903,DEVERS ISD,TRADITIONAL ISD/CSD,Male,110
2020-2021,20,MEDINA COUNTY,163901,DEVINE ISD,TRADITIONAL ISD/CSD,Female,975
2020-2021,20,MEDINA COUNTY,163901,DEVINE ISD,TRADITIONAL ISD/CSD,Male,1009
2020-2021,12,FREESTONE COUNTY,081906,DEW ISD,TRADITIONAL ISD/CSD,Female,82
2020-2021,12,FREESTONE COUNTY,081906,DEW ISD,TRADITIONAL ISD/CSD,Male,82
2020-2021,05,NEWTON COUNTY,176903,DEWEYVILLE ISD,TRADITIONAL ISD/CSD,Female,254
2020-2021,05,NEWTON COUNTY,176903,DEWEYVILLE ISD,TRADITIONAL ISD/CSD,Male,280
2020-2021,07,ANGELINA COUNTY,003905,DIBOLL ISD,TRADITIONAL ISD/CSD,Female,846
2020-2021,07,ANGELINA COUNTY,003905,DIBOLL ISD,TRADITIONAL ISD/CSD,Male,868
2020-2021,04,GALVESTON COUNTY,084901,DICKINSON ISD,TRADITIONAL ISD/CSD,Female,5646
2020-2021,04,GALVESTON COUNTY,084901,DICKINSON ISD,TRADITIONAL ISD/CSD,Male,5985
2020-2021,20,FRIO COUNTY,082902,DILLEY ISD,TRADITIONAL ISD/CSD,Female,420
2020-2021,20,FRIO COUNTY,082902,DILLEY ISD,TRADITIONAL ISD/CSD,Male,474
2020-2021,13,LEE COUNTY,144903,DIME BOX ISD,TRADITIONAL ISD/CSD,Female,86
2020-2021,13,LEE COUNTY,144903,DIME BOX ISD,TRADITIONAL ISD/CSD,Male,74
2020-2021,16,CASTRO COUNTY,035901,DIMMITT ISD,TRADITIONAL ISD/CSD,Female,583
2020-2021,16,CASTRO COUNTY,035901,DIMMITT ISD,TRADITIONAL ISD/CSD,Male,599
2020-2021,20,KERR COUNTY,133905,DIVIDE ISD,TRADITIONAL ISD/CSD,Female,11
2020-2021,20,KERR COUNTY,133905,DIVIDE ISD,TRADITIONAL ISD/CSD,Male,11
2020-2021,10,FANNIN COUNTY,074904,DODD CITY ISD,TRADITIONAL ISD/CSD,Female,171
2020-2021,10,FANNIN COUNTY,074904,DODD CITY ISD,TRADITIONAL ISD/CSD,Male,166
2020-2021,01,HIDALGO COUNTY,108902,DONNA ISD,TRADITIONAL ISD/CSD,Female,6717
2020-2021,01,HIDALGO COUNTY,108902,DONNA ISD,TRADITIONAL ISD/CSD,Male,7136
2020-2021,13,GILLESPIE COUNTY,086024,DOSS CONSOLIDATED CSD,TRADITIONAL ISD/CSD,Female,<20
2020-2021,13,GILLESPIE COUNTY,086024,DOSS CONSOLIDATED CSD,TRADITIONAL ISD/CSD,Male,<10
2020-2021,07,NACOGDOCHES COUNTY,174911,DOUGLASS ISD,TRADITIONAL ISD/CSD,Female,212
2020-2021,07,NACOGDOCHES COUNTY,174911,DOUGLASS ISD,TRADITIONAL ISD/CSD,Male,245
2020-2021,02,NUECES COUNTY,178801,DR M L GARZA-GONZALEZ CHARTER SCHO,OPEN ENROLLMENT CHARTER,Female,114
2020-2021,02,NUECES COUNTY,178801,DR M L GARZA-GONZALEZ CHARTER SCHO,OPEN ENROLLMENT CHARTER,Male,107
2020-2021,04,HARRIS COUNTY,101856,DRAW ACADEMY,OPEN ENROLLMENT CHARTER,Female,352
2020-2021,04,HARRIS COUNTY,101856,DRAW ACADEMY,OPEN ENROLLMENT CHARTER,Male,355
2020-2021,13,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,Female,3572
2020-2021,13,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,Male,3711
2020-2021,02,NUECES COUNTY,178905,DRISCOLL ISD,TRADITIONAL ISD/CSD,Female,152
2020-2021,02,NUECES COUNTY,178905,DRISCOLL ISD,TRADITIONAL ISD/CSD,Male,137
2020-2021,11,ERATH COUNTY,072902,DUBLIN ISD,TRADITIONAL ISD/CSD,Female,525
2020-2021,11,ERATH COUNTY,072902,DUBLIN ISD,TRADITIONAL ISD/CSD,Male,568
2020-2021,16,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,Female,1975
2020-2021,16,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,Male,2195
2020-2021,10,DALLAS COUNTY,057907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,Female,5765
2020-2021,10,DALLAS COUNTY,057907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,Male,5983
2020-2021,11,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,Female,10194
2020-2021,11,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,Male,11051
2020-2021,20,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,Female,6831
2020-2021,20,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,Male,7197
2020-2021,13,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,Female,3875
2020-2021,13,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,Male,4093
2020-2021,15,BROWN COUNTY,025909,EARLY ISD,TRADITIONAL ISD/CSD,Female,592
2020-2021,15,BROWN COUNTY,025909,EARLY ISD,TRADITIONAL ISD/CSD,Male,549
2020-2021,03,WHARTON COUNTY,241902,EAST BERNARD ISD,TRADITIONAL ISD/CSD,Female,445
2020-2021,03,WHARTON COUNTY,241902,EAST BERNARD ISD,TRADITIONAL ISD/CSD,Male,486
2020-2021,20,BEXAR COUNTY,015911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,Female,4716
2020-2021,20,BEXAR COUNTY,015911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,Male,5054
2020-2021,05,CHAMBERS COUNTY,036903,EAST CHAMBERS ISD,TRADITIONAL ISD/CSD,Female,691
2020-2021,05,CHAMBERS COUNTY,036903,EAST CHAMBERS ISD,TRADITIONAL ISD/CSD,Male,818
2020-2021,11,TARRANT COUNTY,220811,EAST FORT WORTH MONTESSORI ACADEMY,OPEN ENROLLMENT CHARTER,Female,109
2020-2021,11,TARRANT COUNTY,220811,EAST FORT WORTH MONTESSORI ACADEMY,OPEN ENROLLMENT CHARTER,Male,111
2020-2021,07,GREGG COUNTY,092801,EAST TEXAS CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,Female,61
2020-2021,07,GREGG COUNTY,092801,EAST TEXAS CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,Male,77
2020-2021,14,EASTLAND COUNTY,067903,EASTLAND ISD,TRADITIONAL ISD/CSD,Female,540
2020-2021,14,EASTLAND COUNTY,067903,EASTLAND ISD,TRADITIONAL ISD/CSD,Male,532
2020-2021,18,ECTOR COUNTY,068901,ECTOR COUNTY ISD,TRADITIONAL ISD/CSD,Female,15629
2020-2021,18,ECTOR COUNTY,068901,ECTOR COUNTY ISD,TRADITIONAL ISD/CSD,Male,16252
2020-2021,10,FANNIN COUNTY,074905,ECTOR ISD,TRADITIONAL ISD/CSD,Female,126
2020-2021,10,FANNIN COUNTY,074905,ECTOR ISD,TRADITIONAL ISD/CSD,Male,130
2020-2021,01,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,Female,2272
2020-2021,01,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,Male,2266
2020-2021,15,CONCHO COUNTY,048901,EDEN CISD,TRADITIONAL ISD/CSD,Female,104
2020-2021,15,CONCHO COUNTY,048901,EDEN CISD,TRADITIONAL ISD/CSD,Male,128
2020-2021,20,BEXAR COUNTY,015905,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Female,4550
2020-2021,07,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Female,459
2020-2021,20,BEXAR COUNTY,015905,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Male,4602
2020-2021,07,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Male,504
2020-2021,01,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,Female,16019
2020-2021,01,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,Male,16778
2020-2021,03,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,Female,708
2020-2021,03,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,Male,775
2020-2021,10,DALLAS COUNTY,057833,EDUCATION CENTER INTERNATIONAL ACA,OPEN ENROLLMENT CHARTER,Female,279
2020-2021,10,DALLAS COUNTY,057833,EDUCATION CENTER INTERNATIONAL ACA,OPEN ENROLLMENT CHARTER,Male,264
2020-2021,05,JEFFERSON COUNTY,123805,EHRHART SCHOOL,OPEN ENROLLMENT CHARTER,Female,256
2020-2021,05,JEFFERSON COUNTY,123805,EHRHART SCHOOL,OPEN ENROLLMENT CHARTER,Male,228
2020-2021,03,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,Female,1735
2020-2021,03,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,Male,1795
2020-2021,19,EL PASO COUNTY,071804,EL PASO ACADEMY,OPEN ENROLLMENT CHARTER,Female,153
2020-2021,19,EL PASO COUNTY,071804,EL PASO ACADEMY,OPEN ENROLLMENT CHARTER,Male,169
2020-2021,19,EL PASO COUNTY,071902,EL PASO ISD,TRADITIONAL ISD/CSD,Female,24913
2020-2021,19,EL PASO COUNTY,071902,EL PASO ISD,TRADITIONAL ISD/CSD,Male,25748
2020-2021,19,EL PASO COUNTY,071810,EL PASO LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Female,98
2020-2021,19,EL PASO COUNTY,071810,EL PASO LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Male,112
2020-2021,20,BEXAR COUNTY,015836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,OPEN ENROLLMENT CHARTER,Female,255
2020-2021,20,BEXAR COUNTY,015836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,OPEN ENROLLMENT CHARTER,Male,211
2020-2021,09,WICHITA COUNTY,243902,ELECTRA ISD,TRADITIONAL ISD/CSD,Female,218
2020-2021,09,WICHITA COUNTY,243902,ELECTRA ISD,TRADITIONAL ISD/CSD,Male,223
2020-2021,13,BASTROP COUNTY,011902,ELGIN ISD,TRADITIONAL ISD/CSD,Female,2316
2020-2021,13,BASTROP COUNTY,011902,ELGIN ISD,TRADITIONAL ISD/CSD,Male,2312
2020-2021,07,ANDERSON COUNTY,001903,ELKHART ISD,TRADITIONAL ISD/CSD,Female,563
2020-2021,07,ANDERSON COUNTY,001903,ELKHART ISD,TRADITIONAL ISD/CSD,Male,637
2020-2021,07,HARRISON COUNTY,102906,ELYSIAN FIELDS ISD,TRADITIONAL ISD/CSD,Female,422
2020-2021,07,HARRISON COUNTY,102906,ELYSIAN FIELDS ISD,TRADITIONAL ISD/CSD,Male,424
2020-2021,10,ELLIS COUNTY,070903,ENNIS ISD,TRADITIONAL ISD/CSD,Female,2778
2020-2021,10,ELLIS COUNTY,070903,ENNIS ISD,TRADITIONAL ISD/CSD,Male,3058
2020-2021,11,COOKE COUNTY,049906,ERA ISD,TRADITIONAL ISD/CSD,Female,233
2020-2021,11,COOKE COUNTY,049906,ERA ISD,TRADITIONAL ISD/CSD,Male,239
2020-2021,11,ERATH COUNTY,072802,ERATH EXCELS ACADEMY INC,OPEN ENROLLMENT CHARTER,Female,53
2020-2021,11,ERATH COUNTY,072802,ERATH EXCELS ACADEMY INC,OPEN ENROLLMENT CHARTER,Male,70
2020-2021,04,HARRIS COUNTY,101872,ETOILE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,106
2020-2021,04,HARRIS COUNTY,101872,ETOILE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,110
2020-2021,07,NACOGDOCHES COUNTY,174910,ETOILE ISD,TRADITIONAL ISD/CSD,Female,41
2020-2021,07,NACOGDOCHES COUNTY,174910,ETOILE ISD,TRADITIONAL ISD/CSD,Male,50
2020-2021,14,CALLAHAN COUNTY,030906,EULA ISD,TRADITIONAL ISD/CSD,Female,236
2020-2021,14,CALLAHAN COUNTY,030906,EULA ISD,TRADITIONAL ISD/CSD,Male,218
2020-2021,07,HENDERSON COUNTY,107905,EUSTACE ISD,TRADITIONAL ISD/CSD,Female,753
2020-2021,07,HENDERSON COUNTY,107905,EUSTACE ISD,TRADITIONAL ISD/CSD,Male,839
2020-2021,05,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,Female,185
2020-2021,05,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,Male,204
2020-2021,12,CORYELL COUNTY,050901,EVANT ISD,TRADITIONAL ISD/CSD,Female,147
2020-2021,12,CORYELL COUNTY,050901,EVANT ISD,TRADITIONAL ISD/CSD,Male,126
2020-2021,11,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,Female,2750
2020-2021,11,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,Male,2898
2020-2021,10,DALLAS COUNTY,057834,EVOLUTION ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,360
2020-2021,10,DALLAS COUNTY,057834,EVOLUTION ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,307
2020-2021,04,HARRIS COUNTY,101811,EXCEL ACADEMY,OPEN ENROLLMENT CHARTER,Female,30
2020-2021,04,HARRIS COUNTY,101811,EXCEL ACADEMY,OPEN ENROLLMENT CHARTER,Male,176
2020-2021,01,HIDALGO COUNTY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Female,146
2020-2021,01,HIDALGO COUNTY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Male,154
2020-2021,07,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Female,33
2020-2021,07,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Male,38
2020-2021,03,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Female,41
2020-2021,03,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Male,36
2020-2021,19,EL PASO COUNTY,071903,FABENS ISD,TRADITIONAL ISD/CSD,Female,1004
2020-2021,19,EL PASO COUNTY,071903,FABENS ISD,TRADITIONAL ISD/CSD,Male,1044
2020-2021,12,FREESTONE COUNTY,081902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Female,849
2020-2021,12,FREESTONE COUNTY,081902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Male,854
2020-2021,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Female,189
2020-2021,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Male,219
2020-2021,08,DELTA COUNTY,060914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Female,80
2020-2021,08,DELTA COUNTY,060914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Male,79
2020-2021,10,COLLIN COUNTY,043904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Female,931
2020-2021,10,COLLIN COUNTY,043904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Male,953
2020-2021,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Female,267
2020-2021,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Male,276
2020-2021,13,FAYETTE COUNTY,075906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Female,140
2020-2021,13,FAYETTE COUNTY,075906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Male,134
2020-2021,10,ELLIS COUNTY,070905,FERRIS ISD,TRADITIONAL ISD/CSD,Female,1315
2020-2021,10,ELLIS COUNTY,070905,FERRIS ISD,TRADITIONAL ISD/CSD,Male,1271
2020-2021,13,FAYETTE COUNTY,075901,FLATONIA ISD,TRADITIONAL ISD/CSD,Female,289
2020-2021,13,FAYETTE COUNTY,075901,FLATONIA ISD,TRADITIONAL ISD/CSD,Male,313
2020-2021,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Female,512
2020-2021,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Male,563
2020-2021,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Female,1923
2020-2021,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Male,2069
2020-2021,02,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Female,2697
2020-2021,02,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Male,2856
2020-2021,17,FLOYD COUNTY,077901,FLOYDADA ISD,TRADITIONAL ISD/CSD,Female,326
2020-2021,17,FLOYD COUNTY,077901,FLOYDADA ISD,TRADITIONAL ISD/CSD,Male,379
2020-2021,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Female,80
2020-2021,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Male,90
2020-2021,09,MONTAGUE COUNTY,169910,FORESTBURG ISD,TRADITIONAL ISD/CSD,Female,82
2020-2021,09,MONTAGUE COUNTY,169910,FORESTBURG ISD,TRADITIONAL ISD/CSD,Male,81
2020-2021,10,KAUFMAN COUNTY,129902,FORNEY ISD,TRADITIONAL ISD/CSD,Female,6244
2020-2021,10,KAUFMAN COUNTY,129902,FORNEY ISD,TRADITIONAL ISD/CSD,Male,6521
2020-2021,18,HOWARD COUNTY,114904,FORSAN ISD,TRADITIONAL ISD/CSD,Female,370
2020-2021,18,HOWARD COUNTY,114904,FORSAN ISD,TRADITIONAL ISD/CSD,Male,407
2020-2021,04,FORT BEND COUNTY,079907,FORT BEND ISD,TRADITIONAL ISD/CSD,Female,37146
2020-2021,04,FORT BEND COUNTY,079907,FORT BEND ISD,TRADITIONAL ISD/CSD,Male,39589
2020-2021,16,WHEELER COUNTY,242906,FORT ELLIOTT CISD,TRADITIONAL ISD/CSD,Female,75
2020-2021,16,WHEELER COUNTY,242906,FORT ELLIOTT CISD,TRADITIONAL ISD/CSD,Male,69
2020-2021,18,PECOS COUNTY,186902,FORT STOCKTON ISD,TRADITIONAL ISD/CSD,Female,1108
2020-2021,18,PECOS COUNTY,186902,FORT STOCKTON ISD,TRADITIONAL ISD/CSD,Male,1202
2020-2021,11,TARRANT COUNTY,220809,FORT WORTH ACADEMY OF FINE ARTS,OPEN ENROLLMENT CHARTER,Female,491
2020-2021,11,TARRANT COUNTY,220809,FORT WORTH ACADEMY OF FINE ARTS,OPEN ENROLLMENT CHARTER,Male,144
2020-2021,11,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,Female,37811
2020-2021,11,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,Male,39047
2020-2021,06,ROBERTSON COUNTY,198903,FRANKLIN ISD,TRADITIONAL ISD/CSD,Female,586
2020-2021,06,ROBERTSON COUNTY,198903,FRANKLIN ISD,TRADITIONAL ISD/CSD,Male,671
2020-2021,07,ANDERSON COUNTY,001904,FRANKSTON ISD,TRADITIONAL ISD/CSD,Female,362
2020-2021,07,ANDERSON COUNTY,001904,FRANKSTON ISD,TRADITIONAL ISD/CSD,Male,407
2020-2021,13,GILLESPIE COUNTY,086901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,Female,1499
2020-2021,13,GILLESPIE COUNTY,086901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,Male,1602
2020-2021,02,DUVAL COUNTY,066903,FREER ISD,TRADITIONAL ISD/CSD,Female,384
2020-2021,02,DUVAL COUNTY,066903,FREER ISD,TRADITIONAL ISD/CSD,Male,399
2020-2021,17,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,Female,5090
2020-2021,17,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,Male,5263
2020-2021,04,GALVESTON COUNTY,084911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,Female,3011
2020-2021,04,GALVESTON COUNTY,084911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,Male,3108
2020-2021,16,PARMER COUNTY,185903,FRIONA ISD,TRADITIONAL ISD/CSD,Female,505
2020-2021,16,PARMER COUNTY,185903,FRIONA ISD,TRADITIONAL ISD/CSD,Male,581
2020-2021,10,COLLIN COUNTY,043905,FRISCO ISD,TRADITIONAL ISD/CSD,Female,30834
2020-2021,10,COLLIN COUNTY,043905,FRISCO ISD,TRADITIONAL ISD/CSD,Male,32659
2020-2021,12,NAVARRO COUNTY,175905,FROST ISD,TRADITIONAL ISD/CSD,Female,211
2020-2021,12,NAVARRO COUNTY,175905,FROST ISD,TRADITIONAL ISD/CSD,Male,223
2020-2021,07,VAN ZANDT COUNTY,234909,FRUITVALE ISD,TRADITIONAL ISD/CSD,Female,230
2020-2021,07,VAN ZANDT COUNTY,234909,FRUITVALE ISD,TRADITIONAL ISD/CSD,Male,200
2020-2021,18,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,TRADITIONAL ISD/CSD,Female,98
2020-2021,18,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,TRADITIONAL ISD/CSD,Male,99
2020-2021,19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,TRADITIONAL ISD/CSD,Female,199
2020-2021,19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,TRADITIONAL ISD/CSD,Male,210
2020-2021,20,BEXAR COUNTY,015914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,Female,754
2020-2021,20,BEXAR COUNTY,015914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,Male,747
2020-2021,11,COOKE COUNTY,049901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,Female,1479
2020-2021,11,COOKE COUNTY,049901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,Male,1578
2020-2021,04,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,Female,10701
2020-2021,04,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,Male,11217
2020-2021,04,GALVESTON COUNTY,084902,GALVESTON ISD,TRADITIONAL ISD/CSD,Female,3325
2020-2021,04,GALVESTON COUNTY,084902,GALVESTON ISD,TRADITIONAL ISD/CSD,Male,3373
2020-2021,03,JACKSON COUNTY,120902,GANADO ISD,TRADITIONAL ISD/CSD,Female,386
2020-2021,03,JACKSON COUNTY,120902,GANADO ISD,TRADITIONAL ISD/CSD,Male,327
2020-2021,10,DALLAS COUNTY,057909,GARLAND ISD,TRADITIONAL ISD/CSD,Female,25918
2020-2021,10,DALLAS COUNTY,057909,GARLAND ISD,TRADITIONAL ISD/CSD,Male,28003
2020-2021,11,PARKER COUNTY,184911,GARNER ISD,TRADITIONAL ISD/CSD,Female,112
2020-2021,11,PARKER COUNTY,184911,GARNER ISD,TRADITIONAL ISD/CSD,Male,104
2020-2021,07,NACOGDOCHES COUNTY,174903,GARRISON ISD,TRADITIONAL ISD/CSD,Female,308
2020-2021,07,NACOGDOCHES COUNTY,174903,GARRISON ISD,TRADITIONAL ISD/CSD,Male,383
2020-2021,07,PANOLA COUNTY,183904,GARY ISD,TRADITIONAL ISD/CSD,Female,216
2020-2021,07,PANOLA COUNTY,183904,GARY ISD,TRADITIONAL ISD/CSD,Male,256
2020-2021,12,CORYELL COUNTY,050902,GATESVILLE ISD,TRADITIONAL ISD/CSD,Female,1371
2020-2021,12,CORYELL COUNTY,050902,GATESVILLE ISD,TRADITIONAL ISD/CSD,Male,1419
2020-2021,10,DALLAS COUNTY,057831,GATEWAY CHARTER ACADEMY,OPEN ENROLLMENT CHARTER,Female,383
2020-2021,10,DALLAS COUNTY,057831,GATEWAY CHARTER ACADEMY,OPEN ENROLLMENT CHARTER,Male,400
2020-2021,06,MILAM COUNTY,166902,GAUSE ISD,TRADITIONAL ISD/CSD,Female,92
2020-2021,06,MILAM COUNTY,166902,GAUSE ISD,TRADITIONAL ISD/CSD,Male,75
2020-2021,20,BEXAR COUNTY,015802,GEORGE GERVIN ACADEMY,OPEN ENROLLMENT CHARTER,Female,447
2020-2021,20,BEXAR COUNTY,015802,GEORGE GERVIN ACADEMY,OPEN ENROLLMENT CHARTER,Male,423
2020-2021,04,HARRIS COUNTY,101804,GEORGE I SANCHEZ CHARTER,OPEN ENROLLMENT CHARTER,Female,479
2020-2021,04,HARRIS COUNTY,101804,GEORGE I SANCHEZ CHARTER,OPEN ENROLLMENT CHARTER,Male,514
2020-2021,02,LIVE OAK COUNTY,149901,GEORGE WEST ISD,TRADITIONAL ISD/CSD,Female,495
2020-2021,02,LIVE OAK COUNTY,149901,GEORGE WEST ISD,TRADITIONAL ISD/CSD,Male,538
2020-2021,13,WILLIAMSON COUNTY,246904,GEORGETOWN ISD,TRADITIONAL ISD/CSD,Female,5735
2020-2021,13,WILLIAMSON COUNTY,246904,GEORGETOWN ISD,TRADITIONAL ISD/CSD,Male,6131
2020-2021,12,MCLENNAN COUNTY,161925,GHOLSON ISD,TRADITIONAL ISD/CSD,Female,113
2020-2021,12,MCLENNAN COUNTY,161925,GHOLSON ISD,TRADITIONAL ISD/CSD,Male,105
2020-2021,13,LEE COUNTY,144901,GIDDINGS ISD,TRADITIONAL ISD/CSD,Female,933
2020-2021,13,LEE COUNTY,144901,GIDDINGS ISD,TRADITIONAL ISD/CSD,Male,981
2020-2021,07,UPSHUR COUNTY,230902,GILMER ISD,TRADITIONAL ISD/CSD,Female,1180
2020-2021,07,UPSHUR COUNTY,230902,GILMER ISD,TRADITIONAL ISD/CSD,Male,1330
2020-2021,07,GREGG COUNTY,092901,GLADEWATER ISD,TRADITIONAL ISD/CSD,Female,810
2020-2021,07,GREGG COUNTY,092901,GLADEWATER ISD,TRADITIONAL ISD/CSD,Male,945
2020-2021,18,GLASSCOCK COUNTY,087901,GLASSCOCK COUNTY ISD,TRADITIONAL ISD/CSD,Female,141
2020-2021,18,GLASSCOCK COUNTY,087901,GLASSCOCK COUNTY ISD,TRADITIONAL ISD/CSD,Male,152
