T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2022-2023,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,CHARTER STATUS,GENDER,ENROLLMENT
2022-2023,13,LEE COUNTY,144903,DIME BOX ISD,TRADITIONAL ISD/CSD,Female,81
2022-2023,13,LEE COUNTY,144903,DIME BOX ISD,TRADITIONAL ISD/CSD,Male,89
2022-2023,16,CASTRO COUNTY,035901,DIMMITT ISD,TRADITIONAL ISD/CSD,Female,539
2022-2023,16,CASTRO COUNTY,035901,DIMMITT ISD,TRADITIONAL ISD/CSD,Male,558
2022-2023,20,KERR COUNTY,133905,DIVIDE ISD,TRADITIONAL ISD/CSD,Female,20
2022-2023,20,KERR COUNTY,133905,DIVIDE ISD,TRADITIONAL ISD/CSD,Male,17
2022-2023,10,FANNIN COUNTY,074904,DODD CITY ISD,TRADITIONAL ISD/CSD,Female,160
2022-2023,10,FANNIN COUNTY,074904,DODD CITY ISD,TRADITIONAL ISD/CSD,Male,171
2022-2023,01,HIDALGO COUNTY,108902,DONNA ISD,TRADITIONAL ISD/CSD,Female,6420
2022-2023,01,HIDALGO COUNTY,108902,DONNA ISD,TRADITIONAL ISD/CSD,Male,6745
2022-2023,13,HAYS COUNTY,105804,DORAL ACADEMY OF TEXAS,OPEN ENROLLMENT CHARTER,Female,182
2022-2023,13,HAYS COUNTY,105804,DORAL ACADEMY OF TEXAS,OPEN ENROLLMENT CHARTER,Male,188
2022-2023,13,GILLESPIE COUNTY,086024,DOSS CONSOLIDATED CSD,TRADITIONAL ISD/CSD,Female,<20
2022-2023,13,GILLESPIE COUNTY,086024,DOSS CONSOLIDATED CSD,TRADITIONAL ISD/CSD,Male,<10
2022-2023,07,NACOGDOCHES COUNTY,174911,DOUGLASS ISD,TRADITIONAL ISD/CSD,Female,204
2022-2023,07,NACOGDOCHES COUNTY,174911,DOUGLASS ISD,TRADITIONAL ISD/CSD,Male,232
2022-2023,02,NUECES COUNTY,178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,96
2022-2023,02,NUECES COUNTY,178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,84
2022-2023,04,HARRIS COUNTY,101856,DRAW ACADEMY,OPEN ENROLLMENT CHARTER,Female,333
2022-2023,04,HARRIS COUNTY,101856,DRAW ACADEMY,OPEN ENROLLMENT CHARTER,Male,345
2022-2023,13,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,Female,4100
2022-2023,13,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,Male,4275
2022-2023,02,NUECES COUNTY,178905,DRISCOLL ISD,TRADITIONAL ISD/CSD,Female,149
2022-2023,02,NUECES COUNTY,178905,DRISCOLL ISD,TRADITIONAL ISD/CSD,Male,138
2022-2023,11,ERATH COUNTY,072902,DUBLIN ISD,TRADITIONAL ISD/CSD,Female,568
2022-2023,11,ERATH COUNTY,072902,DUBLIN ISD,TRADITIONAL ISD/CSD,Male,578
2022-2023,16,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,Female,2034
2022-2023,16,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,Male,2158
2022-2023,10,DALLAS COUNTY,057907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,Female,5825
2022-2023,10,DALLAS COUNTY,057907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,Male,6090
2022-2023,11,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,Female,11205
2022-2023,11,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,Male,11991
2022-2023,20,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,Female,6702
2022-2023,20,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,Male,7233
2022-2023,13,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,Female,3754
2022-2023,13,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,Male,3979
2022-2023,15,BROWN COUNTY,025909,EARLY ISD,TRADITIONAL ISD/CSD,Female,607
2022-2023,15,BROWN COUNTY,025909,EARLY ISD,TRADITIONAL ISD/CSD,Male,548
2022-2023,03,WHARTON COUNTY,241902,EAST BERNARD ISD,TRADITIONAL ISD/CSD,Female,475
2022-2023,03,WHARTON COUNTY,241902,EAST BERNARD ISD,TRADITIONAL ISD/CSD,Male,499
2022-2023,20,BEXAR COUNTY,015911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,Female,5178
2022-2023,20,BEXAR COUNTY,015911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,Male,5439
2022-2023,05,CHAMBERS COUNTY,036903,EAST CHAMBERS ISD,TRADITIONAL ISD/CSD,Female,707
2022-2023,05,CHAMBERS COUNTY,036903,EAST CHAMBERS ISD,TRADITIONAL ISD/CSD,Male,849
2022-2023,11,TARRANT COUNTY,220811,EAST FORT WORTH MONTESSORI ACADEMY,OPEN ENROLLMENT CHARTER,Female,91
2022-2023,11,TARRANT COUNTY,220811,EAST FORT WORTH MONTESSORI ACADEMY,OPEN ENROLLMENT CHARTER,Male,84
2022-2023,07,GREGG COUNTY,092801,EAST TEXAS CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,Female,74
2022-2023,07,GREGG COUNTY,092801,EAST TEXAS CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,Male,62
2022-2023,14,EASTLAND COUNTY,067903,EASTLAND ISD,TRADITIONAL ISD/CSD,Female,522
2022-2023,14,EASTLAND COUNTY,067903,EASTLAND ISD,TRADITIONAL ISD/CSD,Male,535
2022-2023,18,ECTOR COUNTY,068901,ECTOR COUNTY ISD,TRADITIONAL ISD/CSD,Female,16311
2022-2023,18,ECTOR COUNTY,068901,ECTOR COUNTY ISD,TRADITIONAL ISD/CSD,Male,17029
2022-2023,10,FANNIN COUNTY,074905,ECTOR ISD,TRADITIONAL ISD/CSD,Female,108
2022-2023,10,FANNIN COUNTY,074905,ECTOR ISD,TRADITIONAL ISD/CSD,Male,122
2022-2023,01,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,Female,2169
2022-2023,01,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,Male,2197
2022-2023,15,CONCHO COUNTY,048901,EDEN CISD,TRADITIONAL ISD/CSD,Female,101
2022-2023,15,CONCHO COUNTY,048901,EDEN CISD,TRADITIONAL ISD/CSD,Male,114
2022-2023,20,BEXAR COUNTY,015905,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Female,4088
2022-2023,07,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Female,476
2022-2023,20,BEXAR COUNTY,015905,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Male,4089
2022-2023,07,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Male,566
2022-2023,01,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,Female,16627
2022-2023,01,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,Male,17284
2022-2023,03,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,Female,765
2022-2023,03,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,Male,808
2022-2023,10,DALLAS COUNTY,057833,EDUCATION CENTER INTERNATIONAL ACADEMY,OPEN ENROLLMENT CHARTER,Female,232
2022-2023,10,DALLAS COUNTY,057833,EDUCATION CENTER INTERNATIONAL ACADEMY,OPEN ENROLLMENT CHARTER,Male,229
2022-2023,05,JEFFERSON COUNTY,123805,EHRHART SCHOOL,OPEN ENROLLMENT CHARTER,Female,284
2022-2023,05,JEFFERSON COUNTY,123805,EHRHART SCHOOL,OPEN ENROLLMENT CHARTER,Male,245
2022-2023,03,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,Female,1633
2022-2023,03,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,Male,1716
2022-2023,19,EL PASO COUNTY,071804,EL PASO ACADEMY,OPEN ENROLLMENT CHARTER,Female,172
2022-2023,19,EL PASO COUNTY,071804,EL PASO ACADEMY,OPEN ENROLLMENT CHARTER,Male,212
2022-2023,19,EL PASO COUNTY,071902,EL PASO ISD,TRADITIONAL ISD/CSD,Female,24519
2022-2023,19,EL PASO COUNTY,071902,EL PASO ISD,TRADITIONAL ISD/CSD,Male,25512
2022-2023,19,EL PASO COUNTY,071810,EL PASO LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Female,249
2022-2023,19,EL PASO COUNTY,071810,EL PASO LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Male,345
2022-2023,20,BEXAR COUNTY,015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Female,266
2022-2023,20,BEXAR COUNTY,015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Male,212
2022-2023,09,WICHITA COUNTY,243902,ELECTRA ISD,TRADITIONAL ISD/CSD,Female,229
2022-2023,09,WICHITA COUNTY,243902,ELECTRA ISD,TRADITIONAL ISD/CSD,Male,227
2022-2023,04,HARRIS COUNTY,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,54
2022-2023,04,HARRIS COUNTY,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,63
2022-2023,13,BASTROP COUNTY,011902,ELGIN ISD,TRADITIONAL ISD/CSD,Female,2699
2022-2023,13,BASTROP COUNTY,011902,ELGIN ISD,TRADITIONAL ISD/CSD,Male,2705
2022-2023,07,ANDERSON COUNTY,001903,ELKHART ISD,TRADITIONAL ISD/CSD,Female,578
2022-2023,07,ANDERSON COUNTY,001903,ELKHART ISD,TRADITIONAL ISD/CSD,Male,616
2022-2023,07,HARRISON COUNTY,102906,ELYSIAN FIELDS ISD,TRADITIONAL ISD/CSD,Female,411
2022-2023,07,HARRISON COUNTY,102906,ELYSIAN FIELDS ISD,TRADITIONAL ISD/CSD,Male,402
2022-2023,10,ELLIS COUNTY,070903,ENNIS ISD,TRADITIONAL ISD/CSD,Female,2988
2022-2023,10,ELLIS COUNTY,070903,ENNIS ISD,TRADITIONAL ISD/CSD,Male,3197
2022-2023,11,COOKE COUNTY,049906,ERA ISD,TRADITIONAL ISD/CSD,Female,265
2022-2023,11,COOKE COUNTY,049906,ERA ISD,TRADITIONAL ISD/CSD,Male,277
2022-2023,11,ERATH COUNTY,072802,ERATH EXCELS ACADEMY INC,OPEN ENROLLMENT CHARTER,Female,55
2022-2023,11,ERATH COUNTY,072802,ERATH EXCELS ACADEMY INC,OPEN ENROLLMENT CHARTER,Male,48
2022-2023,20,BEXAR COUNTY,015844,ESSENCE PREPARATORY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,58
2022-2023,20,BEXAR COUNTY,015844,ESSENCE PREPARATORY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,45
2022-2023,04,HARRIS COUNTY,101872,ETOILE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,238
2022-2023,04,HARRIS COUNTY,101872,ETOILE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,274
2022-2023,14,CALLAHAN COUNTY,030906,EULA ISD,TRADITIONAL ISD/CSD,Female,241
2022-2023,14,CALLAHAN COUNTY,030906,EULA ISD,TRADITIONAL ISD/CSD,Male,233
2022-2023,07,HENDERSON COUNTY,107905,EUSTACE ISD,TRADITIONAL ISD/CSD,Female,855
2022-2023,07,HENDERSON COUNTY,107905,EUSTACE ISD,TRADITIONAL ISD/CSD,Male,872
2022-2023,05,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,Female,195
2022-2023,05,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,Male,176
2022-2023,12,CORYELL COUNTY,050901,EVANT ISD,TRADITIONAL ISD/CSD,Female,106
2022-2023,12,CORYELL COUNTY,050901,EVANT ISD,TRADITIONAL ISD/CSD,Male,97
2022-2023,11,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,Female,2589
2022-2023,11,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,Male,2765
2022-2023,10,DALLAS COUNTY,057834,EVOLUTION ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,346
2022-2023,10,DALLAS COUNTY,057834,EVOLUTION ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,332
2022-2023,04,HARRIS COUNTY,101811,EXCEL ACADEMY,OPEN ENROLLMENT CHARTER,Female,31
2022-2023,04,HARRIS COUNTY,101811,EXCEL ACADEMY,OPEN ENROLLMENT CHARTER,Male,224
2022-2023,01,HIDALGO COUNTY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Female,122
2022-2023,01,HIDALGO COUNTY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Male,141
2022-2023,07,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Female,39
2022-2023,07,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Male,35
2022-2023,03,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Female,56
2022-2023,03,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Male,56
2022-2023,19,EL PASO COUNTY,071903,FABENS ISD,TRADITIONAL ISD/CSD,Female,940
2022-2023,19,EL PASO COUNTY,071903,FABENS ISD,TRADITIONAL ISD/CSD,Male,991
2022-2023,12,FREESTONE COUNTY,081902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Female,805
2022-2023,12,FREESTONE COUNTY,081902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Male,857
2022-2023,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Female,201
2022-2023,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Male,241
2022-2023,08,DELTA COUNTY,060914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Female,81
2022-2023,08,DELTA COUNTY,060914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Male,66
2022-2023,10,COLLIN COUNTY,043904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Female,1036
2022-2023,10,COLLIN COUNTY,043904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Male,1079
2022-2023,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Female,301
2022-2023,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Male,305
2022-2023,13,FAYETTE COUNTY,075906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Female,151
2022-2023,13,FAYETTE COUNTY,075906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Male,151
2022-2023,10,ELLIS COUNTY,070905,FERRIS ISD,TRADITIONAL ISD/CSD,Female,1344
2022-2023,10,ELLIS COUNTY,070905,FERRIS ISD,TRADITIONAL ISD/CSD,Male,1372
2022-2023,13,FAYETTE COUNTY,075901,FLATONIA ISD,TRADITIONAL ISD/CSD,Female,307
2022-2023,13,FAYETTE COUNTY,075901,FLATONIA ISD,TRADITIONAL ISD/CSD,Male,354
2022-2023,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Female,531
2022-2023,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Male,636
2022-2023,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Female,1925
2022-2023,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Male,2117
2022-2023,02,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Female,2747
2022-2023,02,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Male,2985
2022-2023,17,FLOYD COUNTY,077901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Female,315
2022-2023,17,FLOYD COUNTY,077901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Male,369
2022-2023,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Female,95
2022-2023,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Male,89
2022-2023,09,MONTAGUE COUNTY,169910,FORESTBURG ISD,TRADITIONAL ISD/CSD,Female,91
2022-2023,09,MONTAGUE COUNTY,169910,FORESTBURG ISD,TRADITIONAL ISD/CSD,Male,94
2022-2023,10,KAUFMAN COUNTY,129902,FORNEY ISD,TRADITIONAL ISD/CSD,Female,7965
2022-2023,10,KAUFMAN COUNTY,129902,FORNEY ISD,TRADITIONAL ISD/CSD,Male,8246
2022-2023,18,HOWARD COUNTY,114904,FORSAN ISD,TRADITIONAL ISD/CSD,Female,363
2022-2023,18,HOWARD COUNTY,114904,FORSAN ISD,TRADITIONAL ISD/CSD,Male,390
2022-2023,04,FORT BEND COUNTY,079907,FORT BEND ISD,TRADITIONAL ISD/CSD,Female,38820
2022-2023,04,FORT BEND COUNTY,079907,FORT BEND ISD,TRADITIONAL ISD/CSD,Male,40840
2022-2023,16,WHEELER COUNTY,242906,FORT ELLIOTT CISD,TRADITIONAL ISD/CSD,Female,82
2022-2023,16,WHEELER COUNTY,242906,FORT ELLIOTT CISD,TRADITIONAL ISD/CSD,Male,71
2022-2023,18,PECOS COUNTY,186902,FORT STOCKTON ISD,TRADITIONAL ISD/CSD,Female,1037
2022-2023,18,PECOS COUNTY,186902,FORT STOCKTON ISD,TRADITIONAL ISD/CSD,Male,1150
2022-2023,11,TARRANT COUNTY,220809,FORT WORTH ACADEMY OF FINE ARTS,OPEN ENROLLMENT CHARTER,Female,500
2022-2023,11,TARRANT COUNTY,220809,FORT WORTH ACADEMY OF FINE ARTS,OPEN ENROLLMENT CHARTER,Male,142
2022-2023,11,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,Female,35878
2022-2023,11,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,Male,36905
2022-2023,06,ROBERTSON COUNTY,198903,FRANKLIN ISD,TRADITIONAL ISD/CSD,Female,633
2022-2023,06,ROBERTSON COUNTY,198903,FRANKLIN ISD,TRADITIONAL ISD/CSD,Male,720
2022-2023,07,ANDERSON COUNTY,001904,FRANKSTON ISD,TRADITIONAL ISD/CSD,Female,377
2022-2023,07,ANDERSON COUNTY,001904,FRANKSTON ISD,TRADITIONAL ISD/CSD,Male,425
2022-2023,13,GILLESPIE COUNTY,086901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,Female,1518
2022-2023,13,GILLESPIE COUNTY,086901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,Male,1576
2022-2023,02,DUVAL COUNTY,066903,FREER ISD,TRADITIONAL ISD/CSD,Female,362
2022-2023,02,DUVAL COUNTY,066903,FREER ISD,TRADITIONAL ISD/CSD,Male,372
2022-2023,17,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,Female,5472
2022-2023,17,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,Male,5693
2022-2023,04,GALVESTON COUNTY,084911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,Female,3081
2022-2023,04,GALVESTON COUNTY,084911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,Male,3132
2022-2023,16,PARMER COUNTY,185903,FRIONA ISD,TRADITIONAL ISD/CSD,Female,483
2022-2023,16,PARMER COUNTY,185903,FRIONA ISD,TRADITIONAL ISD/CSD,Male,580
2022-2023,10,COLLIN COUNTY,043905,FRISCO ISD,TRADITIONAL ISD/CSD,Female,32259
2022-2023,10,COLLIN COUNTY,043905,FRISCO ISD,TRADITIONAL ISD/CSD,Male,34657
2022-2023,12,NAVARRO COUNTY,175905,FROST ISD,TRADITIONAL ISD/CSD,Female,224
2022-2023,12,NAVARRO COUNTY,175905,FROST ISD,TRADITIONAL ISD/CSD,Male,234
2022-2023,07,VAN ZANDT COUNTY,234909,FRUITVALE ISD,TRADITIONAL ISD/CSD,Female,209
2022-2023,07,VAN ZANDT COUNTY,234909,FRUITVALE ISD,TRADITIONAL ISD/CSD,Male,189
2022-2023,18,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,TRADITIONAL ISD/CSD,Female,98
2022-2023,18,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,TRADITIONAL ISD/CSD,Male,85
2022-2023,19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,TRADITIONAL ISD/CSD,Female,180
2022-2023,19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,TRADITIONAL ISD/CSD,Male,197
2022-2023,20,BEXAR COUNTY,015914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,Female,818
2022-2023,20,BEXAR COUNTY,015914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,Male,809
2022-2023,11,COOKE COUNTY,049901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,Female,1501
2022-2023,11,COOKE COUNTY,049901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,Male,1595
2022-2023,04,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,Female,10465
2022-2023,04,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,Male,10927
2022-2023,04,GALVESTON COUNTY,084902,GALVESTON ISD,TRADITIONAL ISD/CSD,Female,3220
2022-2023,04,GALVESTON COUNTY,084902,GALVESTON ISD,TRADITIONAL ISD/CSD,Male,3266
2022-2023,03,JACKSON COUNTY,120902,GANADO ISD,TRADITIONAL ISD/CSD,Female,394
2022-2023,03,JACKSON COUNTY,120902,GANADO ISD,TRADITIONAL ISD/CSD,Male,317
2022-2023,10,DALLAS COUNTY,057909,GARLAND ISD,TRADITIONAL ISD/CSD,Female,25444
2022-2023,10,DALLAS COUNTY,057909,GARLAND ISD,TRADITIONAL ISD/CSD,Male,27323
2022-2023,11,PARKER COUNTY,184911,GARNER ISD,TRADITIONAL ISD/CSD,Female,166
2022-2023,11,PARKER COUNTY,184911,GARNER ISD,TRADITIONAL ISD/CSD,Male,157
2022-2023,07,NACOGDOCHES COUNTY,174903,GARRISON ISD,TRADITIONAL ISD/CSD,Female,351
2022-2023,07,NACOGDOCHES COUNTY,174903,GARRISON ISD,TRADITIONAL ISD/CSD,Male,409
2022-2023,07,PANOLA COUNTY,183904,GARY ISD,TRADITIONAL ISD/CSD,Female,231
2022-2023,07,PANOLA COUNTY,183904,GARY ISD,TRADITIONAL ISD/CSD,Male,262
2022-2023,12,CORYELL COUNTY,050902,GATESVILLE ISD,TRADITIONAL ISD/CSD,Female,1336
2022-2023,12,CORYELL COUNTY,050902,GATESVILLE ISD,TRADITIONAL ISD/CSD,Male,1372
2022-2023,10,DALLAS COUNTY,057831,GATEWAY CHARTER ACADEMY,OPEN ENROLLMENT CHARTER,Female,292
2022-2023,10,DALLAS COUNTY,057831,GATEWAY CHARTER ACADEMY,OPEN ENROLLMENT CHARTER,Male,322
2022-2023,06,MILAM COUNTY,166902,GAUSE ISD,TRADITIONAL ISD/CSD,Female,87
2022-2023,06,MILAM COUNTY,166902,GAUSE ISD,TRADITIONAL ISD/CSD,Male,67
2022-2023,20,BEXAR COUNTY,015802,GEORGE GERVIN ACADEMY,OPEN ENROLLMENT CHARTER,Female,354
2022-2023,20,BEXAR COUNTY,015802,GEORGE GERVIN ACADEMY,OPEN ENROLLMENT CHARTER,Male,335
2022-2023,04,HARRIS COUNTY,101804,GEORGE I SANCHEZ CHARTER,OPEN ENROLLMENT CHARTER,Female,474
2022-2023,04,HARRIS COUNTY,101804,GEORGE I SANCHEZ CHARTER,OPEN ENROLLMENT CHARTER,Male,488
2022-2023,02,LIVE OAK COUNTY,149901,GEORGE WEST ISD,TRADITIONAL ISD/CSD,Female,526
2022-2023,02,LIVE OAK COUNTY,149901,GEORGE WEST ISD,TRADITIONAL ISD/CSD,Male,557
2022-2023,13,WILLIAMSON COUNTY,246904,GEORGETOWN ISD,TRADITIONAL ISD/CSD,Female,6416
2022-2023,13,WILLIAMSON COUNTY,246904,GEORGETOWN ISD,TRADITIONAL ISD/CSD,Male,6739
2022-2023,12,MCLENNAN COUNTY,161925,GHOLSON ISD,TRADITIONAL ISD/CSD,Female,122
2022-2023,12,MCLENNAN COUNTY,161925,GHOLSON ISD,TRADITIONAL ISD/CSD,Male,141
2022-2023,13,LEE COUNTY,144901,GIDDINGS ISD,TRADITIONAL ISD/CSD,Female,936
2022-2023,13,LEE COUNTY,144901,GIDDINGS ISD,TRADITIONAL ISD/CSD,Male,994
2022-2023,07,UPSHUR COUNTY,230902,GILMER ISD,TRADITIONAL ISD/CSD,Female,1368
2022-2023,07,UPSHUR COUNTY,230902,GILMER ISD,TRADITIONAL ISD/CSD,Male,1457
2022-2023,07,GREGG COUNTY,092901,GLADEWATER ISD,TRADITIONAL ISD/CSD,Female,845
2022-2023,07,GREGG COUNTY,092901,GLADEWATER ISD,TRADITIONAL ISD/CSD,Male,910
2022-2023,18,GLASSCOCK COUNTY,087901,GLASSCOCK COUNTY ISD,TRADITIONAL ISD/CSD,Female,139
2022-2023,18,GLASSCOCK COUNTY,087901,GLASSCOCK COUNTY ISD,TRADITIONAL ISD/CSD,Male,156
2022-2023,11,SOMERVELL COUNTY,213901,GLEN ROSE ISD,TRADITIONAL ISD/CSD,Female,977
2022-2023,11,SOMERVELL COUNTY,213901,GLEN ROSE ISD,TRADITIONAL ISD/CSD,Male,990
2022-2023,11,JOHNSON COUNTY,126911,GODLEY ISD,TRADITIONAL ISD/CSD,Female,1361
2022-2023,11,JOHNSON COUNTY,126911,GODLEY ISD,TRADITIONAL ISD/CSD,Male,1450
2022-2023,09,MONTAGUE COUNTY,169906,GOLD BURG ISD,TRADITIONAL ISD/CSD,Female,65
2022-2023,09,MONTAGUE COUNTY,169906,GOLD BURG ISD,TRADITIONAL ISD/CSD,Male,89
2022-2023,10,DALLAS COUNTY,057835,GOLDEN RULE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,722
2022-2023,10,DALLAS COUNTY,057835,GOLDEN RULE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,728
2022-2023,12,MILLS COUNTY,167901,GOLDTHWAITE ISD,TRADITIONAL ISD/CSD,Female,244
2022-2023,12,MILLS COUNTY,167901,GOLDTHWAITE ISD,TRADITIONAL ISD/CSD,Male,293
2022-2023,03,GOLIAD COUNTY,088902,GOLIAD ISD,TRADITIONAL ISD/CSD,Female,632
2022-2023,03,GOLIAD COUNTY,088902,GOLIAD ISD,TRADITIONAL ISD/CSD,Male,680
2022-2023,13,GONZALES COUNTY,089901,GONZALES ISD,TRADITIONAL ISD/CSD,Female,1232
2022-2023,13,GONZALES COUNTY,089901,GONZALES ISD,TRADITIONAL ISD/CSD,Male,1373
