T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2021-2022,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,CHARTER STATUS,GENDER,ENROLLMENT
2021-2022,13,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,Male,4072
2021-2022,02,NUECES COUNTY,178905,DRISCOLL ISD,TRADITIONAL ISD/CSD,Female,141
2021-2022,02,NUECES COUNTY,178905,DRISCOLL ISD,TRADITIONAL ISD/CSD,Male,136
2021-2022,11,ERATH COUNTY,072902,DUBLIN ISD,TRADITIONAL ISD/CSD,Female,524
2021-2022,11,ERATH COUNTY,072902,DUBLIN ISD,TRADITIONAL ISD/CSD,Male,565
2021-2022,16,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,Female,2064
2021-2022,16,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,Male,2217
2021-2022,10,DALLAS COUNTY,057907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,Female,5907
2021-2022,10,DALLAS COUNTY,057907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,Male,6039
2021-2022,11,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,Female,10867
2021-2022,11,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,Male,11597
2021-2022,20,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,Female,6506
2021-2022,20,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,Male,6879
2021-2022,13,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,Female,3823
2021-2022,13,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,Male,4011
2021-2022,15,BROWN COUNTY,025909,EARLY ISD,TRADITIONAL ISD/CSD,Female,596
2021-2022,15,BROWN COUNTY,025909,EARLY ISD,TRADITIONAL ISD/CSD,Male,547
2021-2022,03,WHARTON COUNTY,241902,EAST BERNARD ISD,TRADITIONAL ISD/CSD,Female,467
2021-2022,03,WHARTON COUNTY,241902,EAST BERNARD ISD,TRADITIONAL ISD/CSD,Male,498
2021-2022,20,BEXAR COUNTY,015911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,Female,4835
2021-2022,20,BEXAR COUNTY,015911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,Male,5171
2021-2022,05,CHAMBERS COUNTY,036903,EAST CHAMBERS ISD,TRADITIONAL ISD/CSD,Female,708
2021-2022,05,CHAMBERS COUNTY,036903,EAST CHAMBERS ISD,TRADITIONAL ISD/CSD,Male,834
2021-2022,11,TARRANT COUNTY,220811,EAST FORT WORTH MONTESSORI ACADEMY,OPEN ENROLLMENT CHARTER,Female,103
2021-2022,11,TARRANT COUNTY,220811,EAST FORT WORTH MONTESSORI ACADEMY,OPEN ENROLLMENT CHARTER,Male,82
2021-2022,07,GREGG COUNTY,092801,EAST TEXAS CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,Female,70
2021-2022,07,GREGG COUNTY,092801,EAST TEXAS CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,Male,71
2021-2022,14,EASTLAND COUNTY,067903,EASTLAND ISD,TRADITIONAL ISD/CSD,Female,545
2021-2022,14,EASTLAND COUNTY,067903,EASTLAND ISD,TRADITIONAL ISD/CSD,Male,539
2021-2022,18,ECTOR COUNTY,068901,ECTOR COUNTY ISD,TRADITIONAL ISD/CSD,Female,15628
2021-2022,18,ECTOR COUNTY,068901,ECTOR COUNTY ISD,TRADITIONAL ISD/CSD,Male,16182
2021-2022,10,FANNIN COUNTY,074905,ECTOR ISD,TRADITIONAL ISD/CSD,Female,118
2021-2022,10,FANNIN COUNTY,074905,ECTOR ISD,TRADITIONAL ISD/CSD,Male,116
2021-2022,01,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,Female,2051
2021-2022,01,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,Male,2089
2021-2022,15,CONCHO COUNTY,048901,EDEN CISD,TRADITIONAL ISD/CSD,Female,100
2021-2022,15,CONCHO COUNTY,048901,EDEN CISD,TRADITIONAL ISD/CSD,Male,122
2021-2022,20,BEXAR COUNTY,015905,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Female,4188
2021-2022,07,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Female,478
2021-2022,20,BEXAR COUNTY,015905,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Male,4205
2021-2022,07,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Male,551
2021-2022,01,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,Female,15721
2021-2022,01,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,Male,16357
2021-2022,03,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,Female,739
2021-2022,03,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,Male,820
2021-2022,10,DALLAS COUNTY,057833,EDUCATION CENTER INTERNATIONAL ACADEMY,OPEN ENROLLMENT CHARTER,Female,243
2021-2022,10,DALLAS COUNTY,057833,EDUCATION CENTER INTERNATIONAL ACADEMY,OPEN ENROLLMENT CHARTER,Male,258
2021-2022,05,JEFFERSON COUNTY,123805,EHRHART SCHOOL,OPEN ENROLLMENT CHARTER,Female,270
2021-2022,05,JEFFERSON COUNTY,123805,EHRHART SCHOOL,OPEN ENROLLMENT CHARTER,Male,237
2021-2022,03,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,Female,1666
2021-2022,03,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,Male,1760
2021-2022,19,EL PASO COUNTY,071804,EL PASO ACADEMY,OPEN ENROLLMENT CHARTER,Female,129
2021-2022,19,EL PASO COUNTY,071804,EL PASO ACADEMY,OPEN ENROLLMENT CHARTER,Male,143
2021-2022,19,EL PASO COUNTY,071902,EL PASO ISD,TRADITIONAL ISD/CSD,Female,24850
2021-2022,19,EL PASO COUNTY,071902,EL PASO ISD,TRADITIONAL ISD/CSD,Male,25919
2021-2022,19,EL PASO COUNTY,071810,EL PASO LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Female,125
2021-2022,19,EL PASO COUNTY,071810,EL PASO LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Male,141
2021-2022,20,BEXAR COUNTY,015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Female,265
2021-2022,20,BEXAR COUNTY,015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Male,224
2021-2022,09,WICHITA COUNTY,243902,ELECTRA ISD,TRADITIONAL ISD/CSD,Female,224
2021-2022,09,WICHITA COUNTY,243902,ELECTRA ISD,TRADITIONAL ISD/CSD,Male,230
2021-2022,04,HARRIS COUNTY,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,25
2021-2022,04,HARRIS COUNTY,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,30
2021-2022,13,BASTROP COUNTY,011902,ELGIN ISD,TRADITIONAL ISD/CSD,Female,2502
2021-2022,13,BASTROP COUNTY,011902,ELGIN ISD,TRADITIONAL ISD/CSD,Male,2494
2021-2022,07,ANDERSON COUNTY,001903,ELKHART ISD,TRADITIONAL ISD/CSD,Female,560
2021-2022,07,ANDERSON COUNTY,001903,ELKHART ISD,TRADITIONAL ISD/CSD,Male,590
2021-2022,07,HARRISON COUNTY,102906,ELYSIAN FIELDS ISD,TRADITIONAL ISD/CSD,Female,401
2021-2022,07,HARRISON COUNTY,102906,ELYSIAN FIELDS ISD,TRADITIONAL ISD/CSD,Male,428
2021-2022,10,ELLIS COUNTY,070903,ENNIS ISD,TRADITIONAL ISD/CSD,Female,2906
2021-2022,10,ELLIS COUNTY,070903,ENNIS ISD,TRADITIONAL ISD/CSD,Male,3107
2021-2022,11,COOKE COUNTY,049906,ERA ISD,TRADITIONAL ISD/CSD,Female,243
2021-2022,11,COOKE COUNTY,049906,ERA ISD,TRADITIONAL ISD/CSD,Male,252
2021-2022,11,ERATH COUNTY,072802,ERATH EXCELS ACADEMY INC,OPEN ENROLLMENT CHARTER,Female,45
2021-2022,11,ERATH COUNTY,072802,ERATH EXCELS ACADEMY INC,OPEN ENROLLMENT CHARTER,Male,49
2021-2022,04,HARRIS COUNTY,101872,ETOILE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,163
2021-2022,04,HARRIS COUNTY,101872,ETOILE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,178
2021-2022,07,NACOGDOCHES COUNTY,174910,ETOILE ISD,TRADITIONAL ISD/CSD,Female,44
2021-2022,07,NACOGDOCHES COUNTY,174910,ETOILE ISD,TRADITIONAL ISD/CSD,Male,50
2021-2022,14,CALLAHAN COUNTY,030906,EULA ISD,TRADITIONAL ISD/CSD,Female,245
2021-2022,14,CALLAHAN COUNTY,030906,EULA ISD,TRADITIONAL ISD/CSD,Male,219
2021-2022,07,HENDERSON COUNTY,107905,EUSTACE ISD,TRADITIONAL ISD/CSD,Female,793
2021-2022,07,HENDERSON COUNTY,107905,EUSTACE ISD,TRADITIONAL ISD/CSD,Male,857
2021-2022,05,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,Female,200
2021-2022,05,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,Male,197
2021-2022,12,CORYELL COUNTY,050901,EVANT ISD,TRADITIONAL ISD/CSD,Female,109
2021-2022,12,CORYELL COUNTY,050901,EVANT ISD,TRADITIONAL ISD/CSD,Male,104
2021-2022,11,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,Female,2643
2021-2022,11,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,Male,2820
2021-2022,10,DALLAS COUNTY,057834,EVOLUTION ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,375
2021-2022,10,DALLAS COUNTY,057834,EVOLUTION ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,294
2021-2022,04,HARRIS COUNTY,101811,EXCEL ACADEMY,OPEN ENROLLMENT CHARTER,Female,26
2021-2022,04,HARRIS COUNTY,101811,EXCEL ACADEMY,OPEN ENROLLMENT CHARTER,Male,191
2021-2022,01,HIDALGO COUNTY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Female,148
2021-2022,01,HIDALGO COUNTY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Male,153
2021-2022,07,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Female,29
2021-2022,07,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Male,39
2021-2022,03,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Female,51
2021-2022,03,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Male,44
2021-2022,19,EL PASO COUNTY,071903,FABENS ISD,TRADITIONAL ISD/CSD,Female,987
2021-2022,19,EL PASO COUNTY,071903,FABENS ISD,TRADITIONAL ISD/CSD,Male,1004
2021-2022,12,FREESTONE COUNTY,081902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Female,839
2021-2022,12,FREESTONE COUNTY,081902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Male,848
2021-2022,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Female,197
2021-2022,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Male,234
2021-2022,08,DELTA COUNTY,060914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Female,85
2021-2022,08,DELTA COUNTY,060914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Male,63
2021-2022,10,COLLIN COUNTY,043904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Female,1020
2021-2022,10,COLLIN COUNTY,043904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Male,1005
2021-2022,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Female,292
2021-2022,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Male,296
2021-2022,13,FAYETTE COUNTY,075906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Female,141
2021-2022,13,FAYETTE COUNTY,075906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Male,138
2021-2022,10,ELLIS COUNTY,070905,FERRIS ISD,TRADITIONAL ISD/CSD,Female,1293
2021-2022,10,ELLIS COUNTY,070905,FERRIS ISD,TRADITIONAL ISD/CSD,Male,1337
2021-2022,13,FAYETTE COUNTY,075901,FLATONIA ISD,TRADITIONAL ISD/CSD,Female,310
2021-2022,13,FAYETTE COUNTY,075901,FLATONIA ISD,TRADITIONAL ISD/CSD,Male,320
2021-2022,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Female,519
2021-2022,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Male,598
2021-2022,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Female,1911
2021-2022,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Male,2105
2021-2022,02,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Female,2679
2021-2022,02,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Male,2867
2021-2022,17,FLOYD COUNTY,077901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Female,313
2021-2022,17,FLOYD COUNTY,077901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Male,374
2021-2022,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Female,92
2021-2022,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Male,84
2021-2022,09,MONTAGUE COUNTY,169910,FORESTBURG ISD,TRADITIONAL ISD/CSD,Female,82
2021-2022,09,MONTAGUE COUNTY,169910,FORESTBURG ISD,TRADITIONAL ISD/CSD,Male,94
2021-2022,10,KAUFMAN COUNTY,129902,FORNEY ISD,TRADITIONAL ISD/CSD,Female,7063
2021-2022,10,KAUFMAN COUNTY,129902,FORNEY ISD,TRADITIONAL ISD/CSD,Male,7286
2021-2022,18,HOWARD COUNTY,114904,FORSAN ISD,TRADITIONAL ISD/CSD,Female,360
2021-2022,18,HOWARD COUNTY,114904,FORSAN ISD,TRADITIONAL ISD/CSD,Male,409
2021-2022,04,FORT BEND COUNTY,079907,FORT BEND ISD,TRADITIONAL ISD/CSD,Female,37704
2021-2022,04,FORT BEND COUNTY,079907,FORT BEND ISD,TRADITIONAL ISD/CSD,Male,39841
2021-2022,16,WHEELER COUNTY,242906,FORT ELLIOTT CISD,TRADITIONAL ISD/CSD,Female,87
2021-2022,16,WHEELER COUNTY,242906,FORT ELLIOTT CISD,TRADITIONAL ISD/CSD,Male,72
2021-2022,18,PECOS COUNTY,186902,FORT STOCKTON ISD,TRADITIONAL ISD/CSD,Female,1058
2021-2022,18,PECOS COUNTY,186902,FORT STOCKTON ISD,TRADITIONAL ISD/CSD,Male,1190
2021-2022,11,TARRANT COUNTY,220809,FORT WORTH ACADEMY OF FINE ARTS,OPEN ENROLLMENT CHARTER,Female,507
2021-2022,11,TARRANT COUNTY,220809,FORT WORTH ACADEMY OF FINE ARTS,OPEN ENROLLMENT CHARTER,Male,147
2021-2022,11,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,Female,36829
2021-2022,11,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,Male,38021
2021-2022,06,ROBERTSON COUNTY,198903,FRANKLIN ISD,TRADITIONAL ISD/CSD,Female,618
2021-2022,06,ROBERTSON COUNTY,198903,FRANKLIN ISD,TRADITIONAL ISD/CSD,Male,731
2021-2022,07,ANDERSON COUNTY,001904,FRANKSTON ISD,TRADITIONAL ISD/CSD,Female,365
2021-2022,07,ANDERSON COUNTY,001904,FRANKSTON ISD,TRADITIONAL ISD/CSD,Male,443
2021-2022,13,GILLESPIE COUNTY,086901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,Female,1517
2021-2022,13,GILLESPIE COUNTY,086901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,Male,1604
2021-2022,02,DUVAL COUNTY,066903,FREER ISD,TRADITIONAL ISD/CSD,Female,375
2021-2022,02,DUVAL COUNTY,066903,FREER ISD,TRADITIONAL ISD/CSD,Male,385
2021-2022,17,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,Female,5312
2021-2022,17,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,Male,5565
2021-2022,04,GALVESTON COUNTY,084911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,Female,3039
2021-2022,04,GALVESTON COUNTY,084911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,Male,3141
2021-2022,16,PARMER COUNTY,185903,FRIONA ISD,TRADITIONAL ISD/CSD,Female,493
2021-2022,16,PARMER COUNTY,185903,FRIONA ISD,TRADITIONAL ISD/CSD,Male,587
2021-2022,10,COLLIN COUNTY,043905,FRISCO ISD,TRADITIONAL ISD/CSD,Female,31869
2021-2022,10,COLLIN COUNTY,043905,FRISCO ISD,TRADITIONAL ISD/CSD,Male,33956
2021-2022,12,NAVARRO COUNTY,175905,FROST ISD,TRADITIONAL ISD/CSD,Female,208
2021-2022,12,NAVARRO COUNTY,175905,FROST ISD,TRADITIONAL ISD/CSD,Male,231
2021-2022,07,VAN ZANDT COUNTY,234909,FRUITVALE ISD,TRADITIONAL ISD/CSD,Female,233
2021-2022,07,VAN ZANDT COUNTY,234909,FRUITVALE ISD,TRADITIONAL ISD/CSD,Male,195
2021-2022,18,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,TRADITIONAL ISD/CSD,Female,89
2021-2022,18,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,TRADITIONAL ISD/CSD,Male,89
2021-2022,19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,TRADITIONAL ISD/CSD,Female,192
2021-2022,19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,TRADITIONAL ISD/CSD,Male,208
2021-2022,20,BEXAR COUNTY,015914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,Female,807
2021-2022,20,BEXAR COUNTY,015914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,Male,832
2021-2022,11,COOKE COUNTY,049901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,Female,1543
2021-2022,11,COOKE COUNTY,049901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,Male,1602
2021-2022,04,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,Female,10487
2021-2022,04,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,Male,10944
2021-2022,04,GALVESTON COUNTY,084902,GALVESTON ISD,TRADITIONAL ISD/CSD,Female,3325
2021-2022,04,GALVESTON COUNTY,084902,GALVESTON ISD,TRADITIONAL ISD/CSD,Male,3336
2021-2022,03,JACKSON COUNTY,120902,GANADO ISD,TRADITIONAL ISD/CSD,Female,405
2021-2022,03,JACKSON COUNTY,120902,GANADO ISD,TRADITIONAL ISD/CSD,Male,333
2021-2022,10,DALLAS COUNTY,057909,GARLAND ISD,TRADITIONAL ISD/CSD,Female,25943
2021-2022,10,DALLAS COUNTY,057909,GARLAND ISD,TRADITIONAL ISD/CSD,Male,27731
2021-2022,11,PARKER COUNTY,184911,GARNER ISD,TRADITIONAL ISD/CSD,Female,129
2021-2022,11,PARKER COUNTY,184911,GARNER ISD,TRADITIONAL ISD/CSD,Male,116
2021-2022,07,NACOGDOCHES COUNTY,174903,GARRISON ISD,TRADITIONAL ISD/CSD,Female,345
2021-2022,07,NACOGDOCHES COUNTY,174903,GARRISON ISD,TRADITIONAL ISD/CSD,Male,404
2021-2022,07,PANOLA COUNTY,183904,GARY ISD,TRADITIONAL ISD/CSD,Female,236
2021-2022,07,PANOLA COUNTY,183904,GARY ISD,TRADITIONAL ISD/CSD,Male,251
2021-2022,12,CORYELL COUNTY,050902,GATESVILLE ISD,TRADITIONAL ISD/CSD,Female,1334
2021-2022,12,CORYELL COUNTY,050902,GATESVILLE ISD,TRADITIONAL ISD/CSD,Male,1363
2021-2022,10,DALLAS COUNTY,057831,GATEWAY CHARTER ACADEMY,OPEN ENROLLMENT CHARTER,Female,323
2021-2022,10,DALLAS COUNTY,057831,GATEWAY CHARTER ACADEMY,OPEN ENROLLMENT CHARTER,Male,331
2021-2022,06,MILAM COUNTY,166902,GAUSE ISD,TRADITIONAL ISD/CSD,Female,93
2021-2022,06,MILAM COUNTY,166902,GAUSE ISD,TRADITIONAL ISD/CSD,Male,70
2021-2022,20,BEXAR COUNTY,015802,GEORGE GERVIN ACADEMY,OPEN ENROLLMENT CHARTER,Female,412
2021-2022,20,BEXAR COUNTY,015802,GEORGE GERVIN ACADEMY,OPEN ENROLLMENT CHARTER,Male,364
2021-2022,04,HARRIS COUNTY,101804,GEORGE I SANCHEZ CHARTER,OPEN ENROLLMENT CHARTER,Female,461
2021-2022,04,HARRIS COUNTY,101804,GEORGE I SANCHEZ CHARTER,OPEN ENROLLMENT CHARTER,Male,486
2021-2022,02,LIVE OAK COUNTY,149901,GEORGE WEST ISD,TRADITIONAL ISD/CSD,Female,506
2021-2022,02,LIVE OAK COUNTY,149901,GEORGE WEST ISD,TRADITIONAL ISD/CSD,Male,530
2021-2022,13,WILLIAMSON COUNTY,246904,GEORGETOWN ISD,TRADITIONAL ISD/CSD,Female,6173
2021-2022,13,WILLIAMSON COUNTY,246904,GEORGETOWN ISD,TRADITIONAL ISD/CSD,Male,6445
2021-2022,12,MCLENNAN COUNTY,161925,GHOLSON ISD,TRADITIONAL ISD/CSD,Female,115
2021-2022,12,MCLENNAN COUNTY,161925,GHOLSON ISD,TRADITIONAL ISD/CSD,Male,117
2021-2022,13,LEE COUNTY,144901,GIDDINGS ISD,TRADITIONAL ISD/CSD,Female,941
2021-2022,13,LEE COUNTY,144901,GIDDINGS ISD,TRADITIONAL ISD/CSD,Male,998
2021-2022,07,UPSHUR COUNTY,230902,GILMER ISD,TRADITIONAL ISD/CSD,Female,1267
2021-2022,07,UPSHUR COUNTY,230902,GILMER ISD,TRADITIONAL ISD/CSD,Male,1411
2021-2022,07,GREGG COUNTY,092901,GLADEWATER ISD,TRADITIONAL ISD/CSD,Female,798
2021-2022,07,GREGG COUNTY,092901,GLADEWATER ISD,TRADITIONAL ISD/CSD,Male,905
2021-2022,18,GLASSCOCK COUNTY,087901,GLASSCOCK COUNTY ISD,TRADITIONAL ISD/CSD,Female,141
2021-2022,18,GLASSCOCK COUNTY,087901,GLASSCOCK COUNTY ISD,TRADITIONAL ISD/CSD,Male,152
2021-2022,11,SOMERVELL COUNTY,213901,GLEN ROSE ISD,TRADITIONAL ISD/CSD,Female,991
2021-2022,11,SOMERVELL COUNTY,213901,GLEN ROSE ISD,TRADITIONAL ISD/CSD,Male,998
2021-2022,11,JOHNSON COUNTY,126911,GODLEY ISD,TRADITIONAL ISD/CSD,Female,1241
2021-2022,11,JOHNSON COUNTY,126911,GODLEY ISD,TRADITIONAL ISD/CSD,Male,1363
2021-2022,09,MONTAGUE COUNTY,169906,GOLD BURG ISD,TRADITIONAL ISD/CSD,Female,66
2021-2022,09,MONTAGUE COUNTY,169906,GOLD BURG ISD,TRADITIONAL ISD/CSD,Male,78
2021-2022,10,DALLAS COUNTY,057835,GOLDEN RULE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,765
2021-2022,10,DALLAS COUNTY,057835,GOLDEN RULE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,792
2021-2022,12,MILLS COUNTY,167901,GOLDTHWAITE ISD,TRADITIONAL ISD/CSD,Female,243
2021-2022,12,MILLS COUNTY,167901,GOLDTHWAITE ISD,TRADITIONAL ISD/CSD,Male,290
2021-2022,03,GOLIAD COUNTY,088902,GOLIAD ISD,TRADITIONAL ISD/CSD,Female,638
2021-2022,03,GOLIAD COUNTY,088902,GOLIAD ISD,TRADITIONAL ISD/CSD,Male,677
2021-2022,13,GONZALES COUNTY,089901,GONZALES ISD,TRADITIONAL ISD/CSD,Female,1243
2021-2022,13,GONZALES COUNTY,089901,GONZALES ISD,TRADITIONAL ISD/CSD,Male,1371
2021-2022,06,POLK COUNTY,187903,GOODRICH ISD,TRADITIONAL ISD/CSD,Female,114
2021-2022,06,POLK COUNTY,187903,GOODRICH ISD,TRADITIONAL ISD/CSD,Male,130
2021-2022,13,WILLIAMSON COUNTY,246802,GOODWATER MONTESSORI SCHOOL,OPEN ENROLLMENT CHARTER,Female,175
2021-2022,13,WILLIAMSON COUNTY,246802,GOODWATER MONTESSORI SCHOOL,OPEN ENROLLMENT CHARTER,Male,194
2021-2022,04,HARRIS COUNTY,101911,GOOSE CREEK CISD,TRADITIONAL ISD/CSD,Female,11617
2021-2022,04,HARRIS COUNTY,101911,GOOSE CREEK CISD,TRADITIONAL ISD/CSD,Male,12291
2021-2022,11,PALO PINTO COUNTY,182901,GORDON ISD,TRADITIONAL ISD/CSD,Female,118
2021-2022,11,PALO PINTO COUNTY,182901,GORDON ISD,TRADITIONAL ISD/CSD,Male,146
2021-2022,14,EASTLAND COUNTY,067904,GORMAN ISD,TRADITIONAL ISD/CSD,Female,119
2021-2022,14,EASTLAND COUNTY,067904,GORMAN ISD,TRADITIONAL ISD/CSD,Male,146
2021-2022,18,MARTIN COUNTY,156905,GRADY ISD,TRADITIONAL ISD/CSD,Female,116
2021-2022,18,MARTIN COUNTY,156905,GRADY ISD,TRADITIONAL ISD/CSD,Male,133
2021-2022,11,PALO PINTO COUNTY,182902,GRAFORD ISD,TRADITIONAL ISD/CSD,Female,169
2021-2022,11,PALO PINTO COUNTY,182902,GRAFORD ISD,TRADITIONAL ISD/CSD,Male,152
2021-2022,09,YOUNG COUNTY,252901,GRAHAM ISD,TRADITIONAL ISD/CSD,Female,1126
2021-2022,09,YOUNG COUNTY,252901,GRAHAM ISD,TRADITIONAL ISD/CSD,Male,1171
2021-2022,11,HOOD COUNTY,111901,GRANBURY ISD,TRADITIONAL ISD/CSD,Female,3694
2021-2022,11,HOOD COUNTY,111901,GRANBURY ISD,TRADITIONAL ISD/CSD,Male,4038
2021-2022,10,DALLAS COUNTY,057910,GRAND PRAIRIE ISD,TRADITIONAL ISD/CSD,Female,13767
2021-2022,10,DALLAS COUNTY,057910,GRAND PRAIRIE ISD,TRADITIONAL ISD/CSD,Male,13653
2021-2022,07,VAN ZANDT COUNTY,234904,GRAND SALINE ISD,TRADITIONAL ISD/CSD,Female,562
2021-2022,07,VAN ZANDT COUNTY,234904,GRAND SALINE ISD,TRADITIONAL ISD/CSD,Male,613
