T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2023-2024,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,CHARTER STATUS,GENDER,ENROLLMENT
2023-2024,08,BOWIE COUNTY,019901,DEKALB ISD,TRADITIONAL ISD/CSD,Female,411
2023-2024,08,BOWIE COUNTY,019901,DEKALB ISD,TRADITIONAL ISD/CSD,Male,490
2023-2024,13,TRAVIS COUNTY,227910,DEL VALLE ISD,TRADITIONAL ISD/CSD,Female,5419
2023-2024,13,TRAVIS COUNTY,227910,DEL VALLE ISD,TRADITIONAL ISD/CSD,Male,5868
2023-2024,19,HUDSPETH COUNTY,115903,DELL CITY ISD,TRADITIONAL ISD/CSD,Female,35
2023-2024,19,HUDSPETH COUNTY,115903,DELL CITY ISD,TRADITIONAL ISD/CSD,Male,37
2023-2024,10,GRAYSON COUNTY,091903,DENISON ISD,TRADITIONAL ISD/CSD,Female,2431
2023-2024,10,GRAYSON COUNTY,091903,DENISON ISD,TRADITIONAL ISD/CSD,Male,2509
2023-2024,11,DENTON COUNTY,061901,DENTON ISD,TRADITIONAL ISD/CSD,Female,16054
2023-2024,11,DENTON COUNTY,061901,DENTON ISD,TRADITIONAL ISD/CSD,Male,16812
2023-2024,17,YOAKUM COUNTY,251901,DENVER CITY ISD,TRADITIONAL ISD/CSD,Female,707
2023-2024,17,YOAKUM COUNTY,251901,DENVER CITY ISD,TRADITIONAL ISD/CSD,Male,798
2023-2024,10,DALLAS COUNTY,057906,DESOTO ISD,TRADITIONAL ISD/CSD,Female,2839
2023-2024,10,DALLAS COUNTY,057906,DESOTO ISD,TRADITIONAL ISD/CSD,Male,3156
2023-2024,08,RED RIVER COUNTY,194905,DETROIT ISD,TRADITIONAL ISD/CSD,Female,227
2023-2024,08,RED RIVER COUNTY,194905,DETROIT ISD,TRADITIONAL ISD/CSD,Male,270
2023-2024,04,LIBERTY COUNTY,146903,DEVERS ISD,TRADITIONAL ISD/CSD,Female,92
2023-2024,04,LIBERTY COUNTY,146903,DEVERS ISD,TRADITIONAL ISD/CSD,Male,93
2023-2024,20,MEDINA COUNTY,163901,DEVINE ISD,TRADITIONAL ISD/CSD,Female,954
2023-2024,20,MEDINA COUNTY,163901,DEVINE ISD,TRADITIONAL ISD/CSD,Male,1030
2023-2024,12,FREESTONE COUNTY,081906,DEW ISD,TRADITIONAL ISD/CSD,Female,100
2023-2024,12,FREESTONE COUNTY,081906,DEW ISD,TRADITIONAL ISD/CSD,Male,81
2023-2024,05,NEWTON COUNTY,176903,DEWEYVILLE ISD,TRADITIONAL ISD/CSD,Female,246
2023-2024,05,NEWTON COUNTY,176903,DEWEYVILLE ISD,TRADITIONAL ISD/CSD,Male,292
2023-2024,07,ANGELINA COUNTY,003905,DIBOLL ISD,TRADITIONAL ISD/CSD,Female,780
2023-2024,07,ANGELINA COUNTY,003905,DIBOLL ISD,TRADITIONAL ISD/CSD,Male,847
2023-2024,04,GALVESTON COUNTY,084901,DICKINSON ISD,TRADITIONAL ISD/CSD,Female,6112
2023-2024,04,GALVESTON COUNTY,084901,DICKINSON ISD,TRADITIONAL ISD/CSD,Male,6480
2023-2024,20,FRIO COUNTY,082902,DILLEY ISD,TRADITIONAL ISD/CSD,Female,422
2023-2024,20,FRIO COUNTY,082902,DILLEY ISD,TRADITIONAL ISD/CSD,Male,446
2023-2024,13,LEE COUNTY,144903,DIME BOX ISD,TRADITIONAL ISD/CSD,Female,75
2023-2024,13,LEE COUNTY,144903,DIME BOX ISD,TRADITIONAL ISD/CSD,Male,75
2023-2024,16,CASTRO COUNTY,035901,DIMMITT ISD,TRADITIONAL ISD/CSD,Female,532
2023-2024,16,CASTRO COUNTY,035901,DIMMITT ISD,TRADITIONAL ISD/CSD,Male,556
2023-2024,15,KERR COUNTY,133905,DIVIDE ISD,TRADITIONAL ISD/CSD,Female,18
2023-2024,15,KERR COUNTY,133905,DIVIDE ISD,TRADITIONAL ISD/CSD,Male,17
2023-2024,10,FANNIN COUNTY,074904,DODD CITY ISD,TRADITIONAL ISD/CSD,Female,152
2023-2024,10,FANNIN COUNTY,074904,DODD CITY ISD,TRADITIONAL ISD/CSD,Male,168
2023-2024,01,HIDALGO COUNTY,108902,DONNA ISD,TRADITIONAL ISD/CSD,Female,6382
2023-2024,01,HIDALGO COUNTY,108902,DONNA ISD,TRADITIONAL ISD/CSD,Male,6749
2023-2024,13,HAYS COUNTY,105804,DORAL ACADEMY OF TEXAS,OPEN ENROLLMENT CHARTER,Female,163
2023-2024,13,HAYS COUNTY,105804,DORAL ACADEMY OF TEXAS,OPEN ENROLLMENT CHARTER,Male,183
2023-2024,13,GILLESPIE COUNTY,086024,DOSS CONSOLIDATED CSD,TRADITIONAL ISD/CSD,Female,<20
2023-2024,13,GILLESPIE COUNTY,086024,DOSS CONSOLIDATED CSD,TRADITIONAL ISD/CSD,Male,<10
2023-2024,07,NACOGDOCHES COUNTY,174911,DOUGLASS ISD,TRADITIONAL ISD/CSD,Female,202
2023-2024,07,NACOGDOCHES COUNTY,174911,DOUGLASS ISD,TRADITIONAL ISD/CSD,Male,224
2023-2024,02,NUECES COUNTY,178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,77
2023-2024,02,NUECES COUNTY,178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,85
2023-2024,04,HARRIS COUNTY,101856,DRAW ACADEMY,OPEN ENROLLMENT CHARTER,Female,346
2023-2024,04,HARRIS COUNTY,101856,DRAW ACADEMY,OPEN ENROLLMENT CHARTER,Male,331
2023-2024,13,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,Female,4198
2023-2024,13,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,Male,4340
2023-2024,02,NUECES COUNTY,178905,DRISCOLL ISD,TRADITIONAL ISD/CSD,Female,174
2023-2024,02,NUECES COUNTY,178905,DRISCOLL ISD,TRADITIONAL ISD/CSD,Male,166
2023-2024,11,ERATH COUNTY,072902,DUBLIN ISD,TRADITIONAL ISD/CSD,Female,572
2023-2024,11,ERATH COUNTY,072902,DUBLIN ISD,TRADITIONAL ISD/CSD,Male,574
2023-2024,16,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,Female,2082
2023-2024,16,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,Male,2219
2023-2024,10,DALLAS COUNTY,057907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,Female,5694
2023-2024,10,DALLAS COUNTY,057907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,Male,6067
2023-2024,11,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,Female,11311
2023-2024,11,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,Male,12151
2023-2024,20,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,Female,6664
2023-2024,20,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,Male,7205
2023-2024,13,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,Female,3739
2023-2024,13,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,Male,3999
2023-2024,15,BROWN COUNTY,025909,EARLY ISD,TRADITIONAL ISD/CSD,Female,575
2023-2024,15,BROWN COUNTY,025909,EARLY ISD,TRADITIONAL ISD/CSD,Male,534
2023-2024,03,WHARTON COUNTY,241902,EAST BERNARD ISD,TRADITIONAL ISD/CSD,Female,487
2023-2024,03,WHARTON COUNTY,241902,EAST BERNARD ISD,TRADITIONAL ISD/CSD,Male,515
2023-2024,20,BEXAR COUNTY,015911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,Female,5438
2023-2024,20,BEXAR COUNTY,015911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,Male,5738
2023-2024,05,CHAMBERS COUNTY,036903,EAST CHAMBERS ISD,TRADITIONAL ISD/CSD,Female,730
2023-2024,05,CHAMBERS COUNTY,036903,EAST CHAMBERS ISD,TRADITIONAL ISD/CSD,Male,833
2023-2024,11,TARRANT COUNTY,220811,EAST FORT WORTH MONTESSORI ACADEMY,OPEN ENROLLMENT CHARTER,Female,91
2023-2024,11,TARRANT COUNTY,220811,EAST FORT WORTH MONTESSORI ACADEMY,OPEN ENROLLMENT CHARTER,Male,93
2023-2024,07,GREGG COUNTY,092801,EAST TEXAS CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,Female,68
2023-2024,07,GREGG COUNTY,092801,EAST TEXAS CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,Male,60
2023-2024,14,EASTLAND COUNTY,067903,EASTLAND ISD,TRADITIONAL ISD/CSD,Female,513
2023-2024,14,EASTLAND COUNTY,067903,EASTLAND ISD,TRADITIONAL ISD/CSD,Male,554
2023-2024,18,ECTOR COUNTY,068901,ECTOR COUNTY ISD,TRADITIONAL ISD/CSD,Female,16354
2023-2024,18,ECTOR COUNTY,068901,ECTOR COUNTY ISD,TRADITIONAL ISD/CSD,Male,17072
2023-2024,10,FANNIN COUNTY,074905,ECTOR ISD,TRADITIONAL ISD/CSD,Female,123
2023-2024,10,FANNIN COUNTY,074905,ECTOR ISD,TRADITIONAL ISD/CSD,Male,129
2023-2024,01,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,Female,2183
2023-2024,01,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,Male,2215
2023-2024,15,CONCHO COUNTY,048901,EDEN CISD,TRADITIONAL ISD/CSD,Female,104
2023-2024,15,CONCHO COUNTY,048901,EDEN CISD,TRADITIONAL ISD/CSD,Male,117
2023-2024,20,BEXAR COUNTY,015905,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Female,3950
2023-2024,07,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Female,478
2023-2024,20,BEXAR COUNTY,015905,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Male,3980
2023-2024,07,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,Male,572
2023-2024,01,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,Female,16565
2023-2024,01,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,Male,17245
2023-2024,03,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,Female,771
2023-2024,03,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,Male,805
2023-2024,10,DALLAS COUNTY,057833,EDUCATION CENTER INTERNATIONAL ACADEMY,OPEN ENROLLMENT CHARTER,Female,230
2023-2024,10,DALLAS COUNTY,057833,EDUCATION CENTER INTERNATIONAL ACADEMY,OPEN ENROLLMENT CHARTER,Male,208
2023-2024,05,JEFFERSON COUNTY,123805,EHRHART SCHOOL,OPEN ENROLLMENT CHARTER,Female,279
2023-2024,05,JEFFERSON COUNTY,123805,EHRHART SCHOOL,OPEN ENROLLMENT CHARTER,Male,241
2023-2024,03,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,Female,1625
2023-2024,03,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,Male,1701
2023-2024,19,EL PASO COUNTY,071804,EL PASO ACADEMY,OPEN ENROLLMENT CHARTER,Female,186
2023-2024,19,EL PASO COUNTY,071804,EL PASO ACADEMY,OPEN ENROLLMENT CHARTER,Male,195
2023-2024,19,EL PASO COUNTY,071902,EL PASO ISD,TRADITIONAL ISD/CSD,Female,24102
2023-2024,19,EL PASO COUNTY,071902,EL PASO ISD,TRADITIONAL ISD/CSD,Male,25037
2023-2024,19,EL PASO COUNTY,071810,EL PASO LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Female,347
2023-2024,19,EL PASO COUNTY,071810,EL PASO LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Male,448
2023-2024,20,BEXAR COUNTY,015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Female,277
2023-2024,20,BEXAR COUNTY,015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Male,223
2023-2024,09,WICHITA COUNTY,243902,ELECTRA ISD,TRADITIONAL ISD/CSD,Female,227
2023-2024,09,WICHITA COUNTY,243902,ELECTRA ISD,TRADITIONAL ISD/CSD,Male,217
2023-2024,04,HARRIS COUNTY,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,90
2023-2024,04,HARRIS COUNTY,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,84
2023-2024,13,BASTROP COUNTY,011902,ELGIN ISD,TRADITIONAL ISD/CSD,Female,2839
2023-2024,13,BASTROP COUNTY,011902,ELGIN ISD,TRADITIONAL ISD/CSD,Male,2876
2023-2024,07,ANDERSON COUNTY,001903,ELKHART ISD,TRADITIONAL ISD/CSD,Female,585
2023-2024,07,ANDERSON COUNTY,001903,ELKHART ISD,TRADITIONAL ISD/CSD,Male,612
2023-2024,07,HARRISON COUNTY,102906,ELYSIAN FIELDS ISD,TRADITIONAL ISD/CSD,Female,387
2023-2024,07,HARRISON COUNTY,102906,ELYSIAN FIELDS ISD,TRADITIONAL ISD/CSD,Male,410
2023-2024,10,ELLIS COUNTY,070903,ENNIS ISD,TRADITIONAL ISD/CSD,Female,3121
2023-2024,10,ELLIS COUNTY,070903,ENNIS ISD,TRADITIONAL ISD/CSD,Male,3345
2023-2024,11,COOKE COUNTY,049906,ERA ISD,TRADITIONAL ISD/CSD,Female,239
2023-2024,11,COOKE COUNTY,049906,ERA ISD,TRADITIONAL ISD/CSD,Male,270
2023-2024,11,ERATH COUNTY,072802,ERATH EXCELS ACADEMY INC,OPEN ENROLLMENT CHARTER,Female,59
2023-2024,11,ERATH COUNTY,072802,ERATH EXCELS ACADEMY INC,OPEN ENROLLMENT CHARTER,Male,54
2023-2024,20,BEXAR COUNTY,015844,ESSENCE PREPARATORY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,84
2023-2024,20,BEXAR COUNTY,015844,ESSENCE PREPARATORY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,96
2023-2024,04,HARRIS COUNTY,101872,ETOILE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,376
2023-2024,04,HARRIS COUNTY,101872,ETOILE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,430
2023-2024,14,CALLAHAN COUNTY,030906,EULA ISD,TRADITIONAL ISD/CSD,Female,241
2023-2024,14,CALLAHAN COUNTY,030906,EULA ISD,TRADITIONAL ISD/CSD,Male,232
2023-2024,07,HENDERSON COUNTY,107905,EUSTACE ISD,TRADITIONAL ISD/CSD,Female,835
2023-2024,07,HENDERSON COUNTY,107905,EUSTACE ISD,TRADITIONAL ISD/CSD,Male,876
2023-2024,05,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,Female,198
2023-2024,05,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,Male,186
2023-2024,12,CORYELL COUNTY,050901,EVANT ISD,TRADITIONAL ISD/CSD,Female,110
2023-2024,12,CORYELL COUNTY,050901,EVANT ISD,TRADITIONAL ISD/CSD,Male,94
2023-2024,11,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,Female,2508
2023-2024,11,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,Male,2631
2023-2024,10,DALLAS COUNTY,057834,EVOLUTION ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,361
2023-2024,10,DALLAS COUNTY,057834,EVOLUTION ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,317
2023-2024,04,HARRIS COUNTY,101811,EXCEL ACADEMY,OPEN ENROLLMENT CHARTER,Female,22
2023-2024,04,HARRIS COUNTY,101811,EXCEL ACADEMY,OPEN ENROLLMENT CHARTER,Male,212
2023-2024,01,HIDALGO COUNTY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Female,104
2023-2024,01,HIDALGO COUNTY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,Male,116
2023-2024,07,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Female,41
2023-2024,07,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Male,36
2023-2024,03,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Female,68
2023-2024,03,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Male,62
2023-2024,19,EL PASO COUNTY,071903,FABENS ISD,TRADITIONAL ISD/CSD,Female,939
2023-2024,19,EL PASO COUNTY,071903,FABENS ISD,TRADITIONAL ISD/CSD,Male,969
2023-2024,12,FREESTONE COUNTY,081902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Female,811
2023-2024,12,FREESTONE COUNTY,081902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Male,859
2023-2024,10,ELLIS COUNTY,070801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Female,1436
2023-2024,10,ELLIS COUNTY,070801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Male,1446
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Female,198
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Male,238
2023-2024,08,DELTA COUNTY,060914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Female,77
2023-2024,08,DELTA COUNTY,060914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Male,62
2023-2024,10,COLLIN COUNTY,043904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Female,1093
2023-2024,10,COLLIN COUNTY,043904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Male,1143
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Female,300
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Male,305
2023-2024,13,FAYETTE COUNTY,075906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Female,145
2023-2024,13,FAYETTE COUNTY,075906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Male,145
2023-2024,10,ELLIS COUNTY,070905,FERRIS ISD,TRADITIONAL ISD/CSD,Female,1427
2023-2024,10,ELLIS COUNTY,070905,FERRIS ISD,TRADITIONAL ISD/CSD,Male,1450
2023-2024,13,FAYETTE COUNTY,075901,FLATONIA ISD,TRADITIONAL ISD/CSD,Female,313
2023-2024,13,FAYETTE COUNTY,075901,FLATONIA ISD,TRADITIONAL ISD/CSD,Male,346
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Female,546
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Male,607
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Female,1976
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Male,2104
2023-2024,02,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Female,2688
2023-2024,02,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Male,2977
2023-2024,17,FLOYD COUNTY,077901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Female,318
2023-2024,17,FLOYD COUNTY,077901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Male,363
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Female,89
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Male,84
2023-2024,09,MONTAGUE COUNTY,169910,FORESTBURG ISD,TRADITIONAL ISD/CSD,Female,88
2023-2024,09,MONTAGUE COUNTY,169910,FORESTBURG ISD,TRADITIONAL ISD/CSD,Male,96
2023-2024,10,KAUFMAN COUNTY,129902,FORNEY ISD,TRADITIONAL ISD/CSD,Female,8346
2023-2024,10,KAUFMAN COUNTY,129902,FORNEY ISD,TRADITIONAL ISD/CSD,Male,8656
2023-2024,18,HOWARD COUNTY,114904,FORSAN ISD,TRADITIONAL ISD/CSD,Female,356
2023-2024,18,HOWARD COUNTY,114904,FORSAN ISD,TRADITIONAL ISD/CSD,Male,395
2023-2024,04,FORT BEND COUNTY,079907,FORT BEND ISD,TRADITIONAL ISD/CSD,Female,39154
2023-2024,04,FORT BEND COUNTY,079907,FORT BEND ISD,TRADITIONAL ISD/CSD,Male,41052
2023-2024,16,WHEELER COUNTY,242906,FORT ELLIOTT CISD,TRADITIONAL ISD/CSD,Female,81
2023-2024,16,WHEELER COUNTY,242906,FORT ELLIOTT CISD,TRADITIONAL ISD/CSD,Male,77
2023-2024,18,PECOS COUNTY,186902,FORT STOCKTON ISD,TRADITIONAL ISD/CSD,Female,4539
2023-2024,18,PECOS COUNTY,186902,FORT STOCKTON ISD,TRADITIONAL ISD/CSD,Male,3888
2023-2024,11,TARRANT COUNTY,220809,FORT WORTH ACADEMY OF FINE ARTS,OPEN ENROLLMENT CHARTER,Female,507
2023-2024,11,TARRANT COUNTY,220809,FORT WORTH ACADEMY OF FINE ARTS,OPEN ENROLLMENT CHARTER,Male,147
2023-2024,11,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,Female,34808
2023-2024,11,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,Male,36252
2023-2024,06,ROBERTSON COUNTY,198903,FRANKLIN ISD,TRADITIONAL ISD/CSD,Female,645
2023-2024,06,ROBERTSON COUNTY,198903,FRANKLIN ISD,TRADITIONAL ISD/CSD,Male,742
2023-2024,07,ANDERSON COUNTY,001904,FRANKSTON ISD,TRADITIONAL ISD/CSD,Female,389
2023-2024,07,ANDERSON COUNTY,001904,FRANKSTON ISD,TRADITIONAL ISD/CSD,Male,413
2023-2024,13,GILLESPIE COUNTY,086901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,Female,1516
2023-2024,13,GILLESPIE COUNTY,086901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,Male,1489
2023-2024,02,DUVAL COUNTY,066903,FREER ISD,TRADITIONAL ISD/CSD,Female,346
2023-2024,02,DUVAL COUNTY,066903,FREER ISD,TRADITIONAL ISD/CSD,Male,360
2023-2024,17,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,Female,5631
2023-2024,17,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,Male,5950
2023-2024,04,GALVESTON COUNTY,084911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,Female,3087
2023-2024,04,GALVESTON COUNTY,084911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,Male,3123
2023-2024,16,PARMER COUNTY,185903,FRIONA ISD,TRADITIONAL ISD/CSD,Female,472
2023-2024,16,PARMER COUNTY,185903,FRIONA ISD,TRADITIONAL ISD/CSD,Male,548
2023-2024,10,COLLIN COUNTY,043905,FRISCO ISD,TRADITIONAL ISD/CSD,Female,32150
2023-2024,10,COLLIN COUNTY,043905,FRISCO ISD,TRADITIONAL ISD/CSD,Male,34548
2023-2024,12,NAVARRO COUNTY,175905,FROST ISD,TRADITIONAL ISD/CSD,Female,231
2023-2024,12,NAVARRO COUNTY,175905,FROST ISD,TRADITIONAL ISD/CSD,Male,242
2023-2024,07,VAN ZANDT COUNTY,234909,FRUITVALE ISD,TRADITIONAL ISD/CSD,Female,208
2023-2024,07,VAN ZANDT COUNTY,234909,FRUITVALE ISD,TRADITIONAL ISD/CSD,Male,193
2023-2024,18,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,TRADITIONAL ISD/CSD,Female,143
2023-2024,18,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,TRADITIONAL ISD/CSD,Male,120
2023-2024,19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,TRADITIONAL ISD/CSD,Female,182
2023-2024,19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,TRADITIONAL ISD/CSD,Male,206
2023-2024,20,BEXAR COUNTY,015914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,Female,784
2023-2024,20,BEXAR COUNTY,015914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,Male,827
2023-2024,11,COOKE COUNTY,049901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,Female,1524
2023-2024,11,COOKE COUNTY,049901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,Male,1564
2023-2024,04,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,Female,10267
2023-2024,04,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,Male,10838
2023-2024,04,GALVESTON COUNTY,084902,GALVESTON ISD,TRADITIONAL ISD/CSD,Female,3225
2023-2024,04,GALVESTON COUNTY,084902,GALVESTON ISD,TRADITIONAL ISD/CSD,Male,3221
2023-2024,03,JACKSON COUNTY,120902,GANADO ISD,TRADITIONAL ISD/CSD,Female,385
2023-2024,03,JACKSON COUNTY,120902,GANADO ISD,TRADITIONAL ISD/CSD,Male,311
2023-2024,10,DALLAS COUNTY,057909,GARLAND ISD,TRADITIONAL ISD/CSD,Female,24924
2023-2024,10,DALLAS COUNTY,057909,GARLAND ISD,TRADITIONAL ISD/CSD,Male,26735
2023-2024,11,PARKER COUNTY,184911,GARNER ISD,TRADITIONAL ISD/CSD,Female,186
2023-2024,11,PARKER COUNTY,184911,GARNER ISD,TRADITIONAL ISD/CSD,Male,179
2023-2024,07,NACOGDOCHES COUNTY,174903,GARRISON ISD,TRADITIONAL ISD/CSD,Female,360
2023-2024,07,NACOGDOCHES COUNTY,174903,GARRISON ISD,TRADITIONAL ISD/CSD,Male,411
2023-2024,07,PANOLA COUNTY,183904,GARY ISD,TRADITIONAL ISD/CSD,Female,230
2023-2024,07,PANOLA COUNTY,183904,GARY ISD,TRADITIONAL ISD/CSD,Male,255
2023-2024,12,CORYELL COUNTY,050902,GATESVILLE ISD,TRADITIONAL ISD/CSD,Female,1329
2023-2024,12,CORYELL COUNTY,050902,GATESVILLE ISD,TRADITIONAL ISD/CSD,Male,1366
2023-2024,10,DALLAS COUNTY,057831,GATEWAY CHARTER ACADEMY,OPEN ENROLLMENT CHARTER,Female,298
2023-2024,10,DALLAS COUNTY,057831,GATEWAY CHARTER ACADEMY,OPEN ENROLLMENT CHARTER,Male,308
2023-2024,06,MILAM COUNTY,166902,GAUSE ISD,TRADITIONAL ISD/CSD,Female,85
2023-2024,06,MILAM COUNTY,166902,GAUSE ISD,TRADITIONAL ISD/CSD,Male,57
2023-2024,20,BEXAR COUNTY,015802,GEORGE GERVIN ACADEMY,OPEN ENROLLMENT CHARTER,Female,453
2023-2024,20,BEXAR COUNTY,015802,GEORGE GERVIN ACADEMY,OPEN ENROLLMENT CHARTER,Male,426
